OBJECTID,预测房价
5567,4797.332
5568,5297.6064
5569,5381.5596
5570,4867.4907
5571,5381.3335
5572,4571.242
5573,3933.6587
5574,13188.196
5575,15092.395
5578,16916.838
5581,18536.088
5584,17234.018
5585,5381.5596
5586,5381.5596
5587,5381.5596
5588,5256.0537
5589,12207.012
5590,5000.8457
5591,12932.274
5592,12746.628
5595,12323.288
5598,11099.136
5602,8329.172
5604,8329.172
5607,15703.854
5610,12945.293
5614,13180.754
5619,12581.081
5620,12302.557
5621,5256.956
5622,4630.432
5623,4742.0586
5624,4654.4453
5625,5794.211
5626,3487.9739
5627,12936.501
5631,13186.742
5637,13444.761
5641,13290.63
5647,13057.653
5650,5381.5596
5651,5381.5596
5652,13222.795
5653,3608.1042
5655,3487.9739
5657,13148.648
5660,13099.45
5663,13191.504
5665,12692.793
5667,12859.044
5668,12859.044
5669,13042.191
5670,13004.609
5671,13075.699
5675,13192.1875
5677,13077.799
5679,3487.9739
5682,3487.9739
5683,3487.9739
5684,5381.5596
5685,5381.5596
5686,13321.716
5687,10718.806
5690,7509.816
5694,5442.7617
5698,7727.0015
5702,12076.446
5707,12543.027
5712,12796.88
5715,13842.361
5720,8020.9663
5724,3487.9739
5725,12175.602
5727,5445.2744
5730,5665.215
5734,16385.43
5738,13583.31
5743,12882.254
5746,12719.103
5747,13726.137
5750,13538.849
5751,17351.262
5753,13372.877
5755,13229.953
5760,14618.973
5764,15444.122
5765,5381.5596
5766,5378.007
5767,8050.139
5769,13261.0205
5771,15127.3125
5774,22428.568
5779,17027.941
5781,16047.765
5784,21767.76
5785,4833.1313
5786,5381.5596
5787,5381.5596
5788,5381.5596
5789,5381.5596
5790,4473.882
5791,7918.2856
5792,4127.7446
5793,5381.5596
5794,5394.653
5795,6505.0884
5798,3487.9739
5799,16283.087
5801,16771.238
5803,10623.723
5806,13787.613
5814,12050.891
5817,13223.087
5821,12630.322
5823,13487.593
5824,13534.74
5825,4260.465
5826,4127.3306
5827,3974.2808
5828,13293.996
5832,17153.346
5842,16483.986
5848,19255.729
5852,13352.508
5855,8058.3667
5856,13173.677
5859,12957.961
5863,13202.357
5866,13265.742
5869,13133.723
5870,12882.143
5871,13078.0
5873,12908.689
5876,10462.345
5878,12980.463
5879,12894.622
5880,13103.111
5882,13056.962
5884,13113.983
5885,5902.4395
5888,3487.9739
5890,3487.9739
5891,8329.172
5893,5381.5596
5894,5381.5596
5895,5381.5596
5896,5156.4595
5897,7601.9897
5899,13317.277
5903,12862.496
5906,13189.939
5908,12759.447
5912,11714.705
5919,10375.283
5924,10367.4375
5930,6921.736
5936,12871.535
5937,12788.452
5938,12859.044
5939,7925.745
5941,9316.753
5944,16334.971
5948,18127.777
5956,13195.756
5961,16457.186
5962,21015.998
5967,16820.854
5972,17201.4
5977,18338.924
5980,4873.312
5981,5381.5596
5982,17581.848
5988,16455.936
5998,23186.451
6003,17959.791
6007,22822.041
6009,19274.58
6013,16914.078
6018,16478.678
6020,16195.0625
6021,5381.5596
6022,5381.5596
6023,5381.5596
6024,5381.5596
6025,5381.5596
6026,5201.8696
6027,14780.033
6028,17029.12
6029,17147.002
6030,16551.824
6031,5381.5596
6032,5381.5596
6033,4875.53
6034,14178.331
6036,14298.174
6038,13220.23
6043,13378.213
6046,13277.503
6049,12577.271
6053,13889.315
6058,14152.059
6062,12425.352
6064,5559.189
6065,5381.5596
6066,12206.092
6067,7324.316
6074,15709.363
6079,13849.043
6086,16195.878
6094,13656.539
6100,13309.305
6103,13611.783
6106,14087.995
6110,12938.857
6113,12438.273
6114,12206.092
6115,12206.83
6116,12867.458
6117,13126.036
6118,14738.853
6120,11420.908
6121,7689.849
6123,8615.945
6125,13003.877
6126,13175.848
6128,12989.366
6130,13007.934
6134,12941.618
6138,8329.172
6140,8329.172
6142,8329.172
6143,8265.358
6144,5381.5596
6145,5381.5596
6146,5381.5596
6147,5381.5596
6148,3979.1125
6149,6431.433
6150,14608.435
6153,13485.901
6157,12946.967
6161,13678.942
6166,10895.52
6169,12703.182
6174,12657.84
6178,13182.991
6181,13560.018
6183,9564.421
6184,11426.86
6187,12426.837
6195,9597.333
6199,16590.893
6200,14409.794
6204,18025.072
6210,13906.514
6218,15184.505
6220,3948.2664
6221,17210.852
6222,20300.111
6223,11330.148
6226,13818.202
6227,5381.5596
6228,5381.5596
6229,5381.5596
6230,5381.5596
6231,5381.5596
6232,5381.5596
6233,5381.5596
6234,16143.461
6235,18078.809
6237,17240.111
6241,16844.418
6244,17179.053
6246,16361.359
6247,17672.545
6248,13744.407
6249,4633.7915
6250,5381.5596
6251,9977.26
6254,13812.107
6258,13956.624
6263,10930.784
6266,8797.763
6268,5381.5596
6269,5381.5596
6270,5381.5596
6271,5381.5596
6272,13533.596
6278,12260.207
6284,13390.083
6288,12193.105
6289,13049.965
6291,13095.875
6296,12738.238
6298,3487.9739
6301,12320.512
6302,13060.359
6303,13187.459
6304,6256.3315
6306,3487.9739
6307,3487.9739
6308,3479.3635
6309,14766.499
6311,14503.68
6315,12965.081
6317,12998.582
6318,13019.951
6320,7394.232
6323,10845.682
6325,10894.961
6326,12901.961
6327,4560.4077
6328,3974.782
6329,4570.7554
6330,4802.7188
6331,13121.35
6333,9790.239
6336,9421.8
6338,12494.407
6340,11923.904
6344,8507.201
6346,11205.179
6348,12695.157
6352,12917.212
6356,13174.679
6358,13145.645
6362,8023.3853
6366,17435.281
6369,8329.332
6370,13717.554
6377,13016.11
6379,13328.219
6380,16259.309
6381,17573.135
6388,20842.78
6395,5381.5596
6396,5378.522
6397,22194.877
6404,19109.291
6406,15164.045
6407,13530.924
6408,5381.5596
6409,5381.5596
6410,5381.5596
6411,5381.5596
6412,5325.6616
6413,4197.5674
6414,20019.658
6416,15912.066
6421,13360.435
6427,15423.73
6432,17332.648
6434,16595.326
6435,5381.5596
6436,5381.5596
6437,4314.654
6438,3766.2334
6439,3505.663
6441,13852.815
6444,14493.596
6449,12019.766
6451,5381.5596
6452,5381.5596
6453,5381.5596
6454,5430.8804
6455,7379.306
6456,12859.044
6457,3537.9548
6459,13420.549
6463,11616.966
6466,14630.823
6470,13882.132
6474,12262.821
6478,10682.889
6481,8579.736
6484,13080.262
6485,12675.758
6486,12206.092
6487,5381.5596
6488,5381.5596
6489,3487.9739
6490,3487.9739
6491,10721.461
6492,5381.5596
6493,5166.798
6494,7291.116
6497,14783.924
6502,11443.944
6508,13061.664
6515,14274.172
6522,14318.491
6525,14137.271
6527,4220.632
6528,3940.9744
6529,4323.177
6530,12956.553
6531,13356.627
6534,13562.302
6536,13060.314
6538,13530.61
6544,10062.277
6546,11902.9375
6547,13177.645
6548,12749.252
6549,15631.762
6551,7048.6665
6554,13573.115
6557,5381.5596
6558,5381.5596
6559,5430.8804
6560,5374.612
6561,15561.375
6562,16516.795
6563,16839.654
6564,16160.969
6568,5381.5596
6569,5312.3955
6570,17696.705
6573,19986.85
6580,23051.432
6583,23671.412
6587,17812.785
6589,5381.5596
6590,5381.5596
6591,5381.5596
6592,5381.5596
6593,6696.017
6594,16585.63
6595,16981.564
6597,17702.846
6600,16523.33
6606,18983.55
6614,16167.635
6616,13118.66
6617,5381.5596
6618,5381.5596
6619,5381.5596
6620,5381.5596
6621,5435.0747
6622,6994.1206
6623,13072.093
6627,12079.975
6631,8329.172
6632,5381.5596
6633,5381.5596
6634,13617.365
6637,12213.8545
6640,12859.044
6641,12859.044
6645,12859.044
6649,12676.038
6652,14028.763
6657,9101.227
6661,3989.3123
6665,14069.912
6669,13818.09
6672,12512.865
6673,12206.092
6674,5381.5596
6675,5381.5596
6676,5381.5596
6677,5381.5596
6678,5381.5596
6679,4429.4414
6680,3483.2751
6681,11745.236
6682,4881.122
6683,5001.905
6684,13029.483
6686,10946.244
6689,3481.952
6692,11426.02
6695,13129.619
6699,13116.742
6705,11886.219
6709,12100.942
6711,5171.268
6712,5381.5596
6713,5381.5596
6714,5381.5596
6715,5381.5596
6716,12961.414
6718,13020.135
6721,5764.2603
6722,12995.711
6723,12872.566
6727,12965.166
6728,13250.392
6729,4432.781
6730,7737.7056
6732,13834.872
6736,11956.111
6742,14244.242
6746,13990.408
6750,12655.099
6753,13466.773
6754,15415.77
6755,15572.66
6756,14230.593
6757,4298.928
6758,4860.8125
6759,14189.812
6760,18778.54
6763,17720.42
6765,17357.818
6771,4751.514
6772,5381.5596
6773,12869.129
6774,15544.519
6779,27801.213
6783,25256.504
6785,19975.895
6787,18769.096
6789,13663.596
6792,13074.393
6794,13979.376
6799,13523.333
6803,6993.2974
6805,3887.3171
6806,12061.666
6807,4954.6724
6808,17266.51
6811,17518.121
6815,13100.443
6821,16328.553
6826,5381.5596
6827,5381.5596
6828,5381.5596
6829,5381.5596
6830,5381.5596
6831,11475.519
6832,14982.998
6837,13119.712
6843,3487.9739
6846,3487.9739
6847,5381.5596
6848,13227.416
6849,13381.961
6850,4482.385
6851,6542.2275
6855,6602.427
6861,13049.32
6866,13171.482
6871,12874.491
6879,13002.563
6885,4215.6284
6888,5798.81
6889,4461.9775
6890,5381.5596
6891,5381.5596
6892,5381.5596
6893,5381.5596
6894,5381.5596
6895,5381.5596
6896,5381.5596
6897,6212.9375
6898,4040.8176
6899,4327.4336
6900,4151.178
6901,4259.528
6903,3505.791
6904,4567.2656
6905,6439.639
6907,13179.2
6910,12755.885
6914,13581.02
6919,9985.049
6921,11199.197
6922,4363.1924
6923,5381.5596
6924,5381.5596
6925,5179.661
6927,10241.057
6930,14507.922
6932,13535.897
6933,15453.896
6934,12979.379
6935,12778.36
6936,13090.516
6938,12978.513
6940,13783.92
6942,12433.875
6945,16228.267
6951,17726.39
6956,15526.271
6958,22626.04
6961,19098.436
6963,15975.806
6965,14547.773
6967,18806.482
6971,16460.602
6974,18524.986
6980,9266.7705
6981,4251.06
6982,3994.8284
6983,12881.09
6985,13585.84
6991,16825.764
6994,18523.873
7000,23022.562
7007,16023.946
7012,13195.792
7015,13254.019
7016,18113.225
7024,13524.069
7032,16196.947
7042,16925.465
7048,5350.6294
7049,8924.36
7050,13227.252
7055,6147.1323
7058,13183.279
7062,12995.219
7071,15086.236
7072,17768.15
7073,16366.833
7074,7758.597
7075,8329.172
7076,5381.5596
7077,13007.963
7081,13211.898
7085,12078.032
7088,3487.9739
7090,5381.5596
7091,3660.1401
7093,13933.155
7095,12948.058
7101,3524.189
7109,3803.5024
7112,13036.911
7115,13146.606
7121,13312.418
7127,13121.494
7131,8329.172
7132,9215.856
7133,13141.709
7134,5381.5596
7135,5351.5347
7136,5381.5596
7137,5381.5596
7138,5381.5596
7139,4599.751
7140,4863.5703
7141,5381.5596
7142,5381.5596
7143,5381.5596
7144,5381.5596
7145,4935.8413
7146,7792.803
7147,12759.287
7150,13015.115
7152,13107.323
7157,12966.565
7160,5355.5957
7161,5691.653
7162,4445.8774
7163,4543.5273
7164,3453.7637
7165,3486.6147
7167,5566.9805
7170,13039.793
7171,4070.6729
7172,4277.0396
7173,13143.392
7174,10871.297
7176,15638.162
7180,13948.783
7182,13465.006
7184,13517.843
7188,13347.502
7191,14352.121
7197,16656.281
7204,15871.89
7207,10760.129
7209,13966.752
7217,11372.497
7221,5381.5596
7222,5381.5596
7223,5062.251
7224,12993.832
7225,14956.627
7232,16791.783
7233,17362.01
7239,24223.885
7244,13624.585
7247,13192.167
7251,15059.663
7254,14073.807
7261,16463.846
7267,17138.133
7271,16564.541
7275,12669.344
7280,5091.5005
7282,13509.721
7284,12206.092
7285,13184.542
7286,16007.954
7287,16980.314
7288,16780.709
7289,16153.033
7290,15870.51
7291,14348.6
7292,13126.065
7296,12533.795
7298,12851.168
7302,11652.91
7304,12668.889
7306,13143.456
7308,13193.696
7310,13145.068
7314,13187.672
7319,13166.234
7321,13244.859
7325,12482.477
7328,12930.279
7331,13793.656
7337,11296.162
7340,10092.471
7342,13597.047
7345,4057.3967
7346,4310.7285
7347,5381.5596
7348,5381.5596
7349,5381.5596
7350,5381.5596
7351,11162.074
7353,12838.328
7356,13070.375
7360,13225.441
7366,13278.404
7368,11944.678
7369,7107.2583
7370,5941.3247
7371,10008.256
7372,4152.203
7373,13174.503
7374,13052.775
7375,16569.234
7376,13845.84
7381,14539.89
7382,9704.105
7383,13314.775
7385,13338.859
7393,12910.714
7398,14479.744
7406,13600.03
7410,12571.321
7415,3720.09
7419,5381.5596
7420,5381.5596
7421,5381.5596
7422,5381.5596
7423,9106.892
7426,18770.889
7434,17990.76
7442,15483.777
7446,29919.541
7449,13534.313
7452,13428.429
7456,13025.39
7459,17476.633
7464,13884.832
7466,12794.732
7468,12671.259
7471,12965.419
7473,15314.834
7475,8693.914
7476,12667.155
7477,17103.03
7478,13600.319
7479,14130.281
7481,3531.7986
7483,13600.488
7487,12892.743
7491,10995.834
7498,12521.605
7501,12873.406
7502,12425.668
7503,13026.008
7504,13080.932
7505,13191.938
7506,12890.625
7507,12879.549
7509,12206.092
7512,12023.21
7517,14427.673
7521,16378.254
7526,16089.786
7531,16266.002
7535,12788.043
7536,5099.792
7537,4253.4136
7539,13033.056
7544,13014.259
7547,12971.677
7549,12874.279
7552,9145.121
7554,4308.5854
7555,7645.6216
7556,12860.779
7557,6168.035
7558,4938.8164
7559,10531.427
7560,15047.92
7564,14446.969
7568,14192.485
7573,12894.221
7579,17525.062
7587,13535.0625
7593,12790.219
7597,16870.58
7601,14379.619
7609,12921.994
7613,3487.9739
7614,5381.5596
7615,5381.5596
7616,5381.5596
7617,8329.172
7619,10750.959
7630,13127.657
7643,25741.42
7647,26876.746
7649,22310.627
7651,17128.947
7657,18284.115
7660,12622.568
7662,12943.904
7665,18043.49
7667,17479.521
7669,17528.623
7672,15557.371
7675,14227.969
7678,16675.63
7682,13432.114
7684,13189.227
7686,15512.398
7689,13423.729
7693,11111.865
7698,3751.2537
7702,12895.73
7706,13035.57
7710,13027.976
7713,13228.681
7715,13460.929
7717,13487.174
7719,13584.895
7721,13450.298
7723,13115.15
7726,13087.334
7730,13049.58
7734,13923.308
7737,13510.818
7742,13267.032
7748,13668.954
7753,13874.013
7755,4539.183
7756,12905.951
7759,13133.482
7762,12565.055
7764,13126.194
7767,13107.79
7770,12110.538
7772,4419.604
7773,3963.5066
7774,6578.39
7775,7935.863
7776,4804.9604
7777,15163.108
7778,15399.229
7779,14120.4795
7784,15695.263
7789,14899.518
7797,13812.186
7803,14207.811
7809,14714.953
7815,14462.483
7822,11437.465
7826,5381.5596
7827,5381.5596
7828,5381.5596
7829,5381.5596
7830,8329.172
7831,10465.231
7836,14173.032
7847,18305.428
7856,17015.584
7858,18587.854
7861,13074.035
7863,13210.977
7866,15747.592
7872,23530.28
7877,36360.85
7879,18990.47
7883,17473.648
7888,16686.115
7892,17656.352
7896,13166.576
7897,13162.249
7898,12573.826
7899,12869.92
7901,12243.482
7906,12709.012
7910,11905.523
7917,10261.865
7922,13579.997
7924,13975.448
7925,14297.488
7926,13615.694
7927,8329.172
7928,12982.885
7931,13104.076
7933,13155.704
7936,13081.869
7937,13811.639
7939,12206.092
7942,3463.0671
7944,14640.803
7946,4472.9507
7947,11035.48
7948,11480.978
7949,13128.013
7951,13141.486
7952,12861.581
7953,12022.099
7954,15733.569
7957,13701.475
7959,4010.625
7960,4391.5474
7961,5169.9863
7962,12458.627
7963,5380.5103
7964,15975.428
7965,16497.514
7969,13139.889
7974,15349.48
7977,16659.354
7981,16181.768
7988,13798.273
7995,14771.306
8003,16037.944
8008,13541.717
8012,13294.391
8016,13372.963
8020,3474.2588
8021,5381.5596
8022,5381.5596
8023,5381.5596
8024,5381.5596
8025,13120.32
8027,13101.306
8041,12010.994
8054,16944.709
8062,17108.986
8071,14679.211
8076,16132.484
8077,17356.033
8081,16840.223
8085,18214.557
8088,17412.783
8091,20003.768
8093,16429.607
8096,14397.012
8101,12836.898
8105,12994.986
8111,10362.935
8117,4593.142
8124,12895.297
8129,13063.603
8131,13314.559
8132,16969.34
8135,14611.873
8139,13097.477
8141,13602.25
8143,13180.997
8146,13174.599
8147,5280.7744
8148,13036.861
8149,4109.658
8150,3988.606
8151,4607.6396
8152,10364.595
8153,10733.617
8154,13775.598
8157,3973.7502
8160,12872.3125
8162,13265.728
8164,13160.8125
8167,13185.066
8168,3969.0745
8169,4420.5767
8170,4367.964
8171,7590.3813
8172,5112.793
8173,4627.259
8174,4398.996
8175,14992.773
8178,15515.317
8183,15993.519
8190,16964.14
8195,13097.293
8196,12882.923
8200,13456.469
8205,14148.118
8214,13895.148
8220,13752.068
8223,13599.199
8225,13737.179
8228,3467.4023
8229,5381.5596
8230,5381.5596
8231,5381.5596
8232,5381.5596
8233,7245.322
8236,10988.5205
8242,9790.514
8252,16383.201
8269,17856.822
8274,17175.652
8282,18182.494
8291,16847.729
8295,16287.173
8298,19067.326
8302,13273.855
8306,8428.456
8310,3487.9739
8312,12654.341
8315,6966.4307
8320,10628.914
8325,16387.115
8333,14445.617
8339,13842.65
8341,13352.236
8342,13576.805
8344,13144.313
8345,13120.759
8346,5486.5024
8347,4206.089
8348,4322.106
8349,6678.1226
8350,6081.6094
8351,12985.674
8352,15494.407
8355,12983.172
8358,13069.069
8362,13175.492
8364,13165.232
8365,13157.351
8366,4857.7197
8367,4118.6753
8368,4401.0903
8369,4516.3438
8370,5381.5596
8371,5381.5596
8372,4310.0137
8373,5381.5596
8374,5381.5596
8375,8348.626
8376,15554.475
8380,14415.404
8382,12526.57
8383,13316.087
8385,12944.572
8387,13013.514
8393,13630.295
8399,15292.202
8401,13117.996
8405,13014.123
8407,3455.5576
8408,5381.5596
8409,5381.5596
8410,5381.5596
8411,3487.9739
8412,13109.692
8415,13705.652
8421,12514.994
8424,7666.396
8430,8273.687
8435,10593.714
8441,53455.77
8452,9321.527
8462,17715.342
8472,13635.436
8475,12206.092
8476,12666.512
8478,16751.656
8484,17349.01
8487,15688.545
8491,15174.391
8495,15250.174
8497,13140.335
8501,13668.113
8505,12607.191
8507,13583.509
8510,13802.729
8514,15639.787
8522,16613.047
8527,19956.693
8531,16064.146
8533,12834.431
8535,5746.723
8536,13452.12
8538,12832.367
8540,9886.832
8541,12028.506
8542,13231.51
8543,5711.1167
8544,4140.06
8545,14707.28
8548,12727.445
8554,15642.432
8559,13097.141
8564,13031.355
8567,13752.288
8571,13755.768
8573,13590.48
8574,7746.2754
8575,4838.0664
8576,3988.2534
8577,5271.302
8578,4810.1333
8579,5381.5596
8580,4867.027
8581,13197.631
8584,13226.789
8586,12818.203
8588,13164.565
8591,8058.3667
8592,13281.804
8596,15939.762
8601,13989.832
8604,13177.209
8605,4875.53
8606,5381.5596
8607,5381.5596
8608,5381.5596
8609,12206.092
8610,10701.343
8614,14103.539
8618,12608.484
8621,13214.824
8628,11995.869
8636,13200.637
8643,15144.223
8650,16875.328
8656,12061.492
8658,6874.737
8663,13147.565
8672,13176.416
8676,5357.1826
8677,5381.5596
8678,5381.5596
8679,12206.092
8680,17401.568
8685,14249.046
8693,17481.072
8705,13441.77
8710,11816.623
8715,14817.382
8719,16685.064
8723,7096.8833
8724,5352.125
8725,13183.429
8726,11403.964
8730,13416.634
8734,11932.915
8738,13121.192
8742,14543.732
8746,16506.604
8751,13152.699
8754,13151.231
8757,13519.705
8758,14890.439
8760,13173.645
8761,15392.148
8767,13120.83
8772,13096.319
8775,13628.621
8776,6176.5376
8777,5500.015
8778,6007.0664
8779,13165.543
8781,13106.77
8784,13098.672
8788,12900.09
8792,13227.749
8796,13661.168
8800,15066.8955
8803,10100.938
8806,12947.65
8809,11259.482
8810,7661.662
8811,4437.4946
8812,5381.5596
8813,5209.3887
8814,4140.4395
8815,11912.995
8816,12956.001
8817,13103.877
8820,13341.609
8825,13244.025
8828,13260.361
8834,13093.965
8836,14539.111
8838,4277.1045
8839,5361.077
8840,5381.5596
8841,5381.5596
8842,12206.092
8843,10127.338
8845,14133.887
8849,16110.5
8854,5327.9478
8858,14643.092
8862,9977.857
8868,17560.723
8872,17584.299
8876,12206.092
8879,12837.224
8885,16953.127
8888,13307.811
8894,12955.771
8899,15777.398
8907,12206.092
8908,5381.5596
8909,5381.5596
8910,5381.5596
8911,8388.721
8912,13266.312
8933,13071.176
8948,16489.307
8955,13647.618
8962,15955.391
8967,17165.498
8972,15299.852
8974,16875.248
8976,4475.546
8977,4001.157
8978,5025.02
8979,4076.8557
8980,8329.172
8981,12206.092
8983,3573.4578
8986,4307.3345
8990,14216.59
8994,13208.174
8997,14400.262
9000,15783.977
9007,15015.678
9012,13294.854
9017,17190.432
9022,17548.734
9027,13128.174
9035,14053.961
9038,5150.3564
9039,5090.867
9040,6672.34
9041,13050.325
9042,13138.793
9043,13168.586
9044,13114.537
9047,13746.909
9051,14812.143
9057,12785.234
9061,16217.155
9065,17845.025
9068,16398.166
9069,13253.45
9070,13586.362
9071,4518.517
9072,4769.923
9073,4800.2417
9074,5381.5596
9075,3487.9739
9076,3453.3735
9077,13186.352
9080,13646.326
9091,12513.898
9102,12769.798
9106,5051.971
9107,4727.5903
9108,4035.0876
9109,4808.1895
9110,5381.5596
9111,12434.648
9112,14151.859
9117,12762.537
9122,11974.543
9127,13069.375
9132,12914.048
9137,11652.456
9141,19391.52
9145,4669.6235
9148,4217.8906
9153,17716.16
9159,18249.375
9165,11256.024
9169,16051.454
9175,15687.16
9185,8723.686
9188,5381.5596
9189,5381.5596
9190,5381.5596
9191,5381.5596
9192,13087.518
9193,12462.594
9199,13032.453
9203,12624.916
9205,16766.752
9207,17202.227
9210,15235.121
9212,15627.737
9218,15906.851
9223,16435.162
9227,15468.8955
9233,13197.213
9236,14952.607
9239,15295.097
9241,11391.981
9245,16774.191
9250,15964.471
9256,14486.523
9264,13482.72
9268,13884.03
9275,12329.956
9276,12573.23
9277,15225.109
9278,4764.389
9279,4728.9062
9280,13029.272
9282,13070.752
9286,12869.984
9291,13351.168
9296,13146.885
9301,13439.2705
9305,13638.8545
9306,13620.915
9307,11747.661
9308,4390.761
9309,4799.772
9310,5381.5596
9311,5192.244
9312,5381.5596
9313,5381.5596
9314,12558.447
9315,10303.831
9319,11993.962
9324,11573.211
9325,5369.0586
9326,5381.5596
9327,5317.7437
9328,4165.4717
9329,9194.792
9331,16376.512
9336,17756.113
9343,6378.666
9347,10740.565
9351,14307.213
9356,12879.205
9361,15035.029
9364,13485.828
9370,3813.5051
9374,16500.387
9379,25540.744
9384,13827.602
9389,16680.041
9394,16751.904
9398,12197.652
9404,13463.754
9406,13265.916
9408,4733.0513
9409,12781.465
9410,12986.945
9411,12968.74
9412,4023.631
9413,4748.3667
9414,4194.664
9415,16430.588
9417,16645.951
9421,16954.875
9425,17961.47
9429,19508.062
9430,13202.82
9431,15016.012
9433,16834.936
9437,18767.943
9440,21814.861
9444,9181.948
9447,11082.873
9448,13743.35
9452,14757.272
9456,13085.507
9461,13356.186
9467,13818.527
9474,16637.764
9479,15039.408
9485,11337.502
9486,13082.105
9488,12986.348
9490,13053.374
9492,13025.855
9493,13095.793
9494,12366.596
9495,4556.0337
9496,5018.0215
9497,4395.804
9498,4384.132
9499,5376.299
9500,5381.5596
9501,5381.5596
9502,12652.237
9504,4982.417
9505,5381.5596
9506,5381.5596
9507,5381.5596
9508,5318.071
9509,13151.487
9511,12785.686
9516,17087.209
9523,17077.38
9530,17078.969
9535,13081.3955
9543,14772.882
9550,12291.608
9553,17320.639
9555,26054.516
9560,14781.952
9567,15176.588
9572,12608.731
9575,15659.892
9578,20908.434
9584,18682.88
9588,16509.322
9591,12981.327
9593,12699.819
9594,19401.006
9595,15891.563
9597,15871.262
9602,13609.407
9603,17145.674
9604,13089.028
9608,13677.964
9611,12649.866
9613,13753.951
9615,13815.706
9617,13177.222
9621,14618.701
9626,14537.713
9630,13901.441
9631,15736.246
9632,15627.862
9635,15177.053
9640,11205.023
9646,11381.033
9650,12952.795
9651,12496.439
9652,12206.092
9653,4082.5613
9654,5331.2373
9655,4743.5293
9656,6831.3774
9657,4118.1895
9658,4126.5728
9659,4406.5747
9660,5381.5596
9661,5381.5596
9662,5381.5596
9663,5713.8203
9665,13059.623
9668,13145.823
9671,12758.244
9680,12578.934
9685,9854.43
9690,9446.021
9695,13047.91
9700,13223.616
9705,13197.288
9708,14263.793
9712,13587.495
9715,15329.677
9721,10757.038
9725,17771.229
9729,3487.9739
9732,12120.242
9737,13205.797
9742,13074.65
9745,16524.762
9749,16931.654
9754,17597.447
9759,21588.287
9764,13140.147
9766,5381.5596
9767,21998.896
9777,13133.326
9778,11880.422
9779,12865.461
9782,13986.68
9785,13595.777
9789,12896.629
9791,11742.913
9795,12892.814
9796,4028.3013
9797,5205.707
9798,4290.736
9799,14532.86
9800,9248.873
9802,10627.612
9804,12340.866
9807,12439.461
9809,13181.263
9810,12462.397
9811,4136.3037
9812,10918.524
9813,4569.848
9814,5381.5596
9815,3931.3533
9816,5116.05
9817,5381.5596
9818,4269.6772
9819,5381.5596
9820,5381.5596
9821,5381.5596
9822,9792.979
9824,15420.796
9830,15491.147
9836,12771.869
9844,11644.947
9850,13230.73
9856,13258.754
9863,12209.637
9867,15095.586
9874,4329.1123
9880,10290.316
9884,15138.779
9892,6169.338
9900,13310.445
9904,13048.866
9910,14415.466
9914,3453.3723
9915,12009.082
9919,12061.492
9922,13369.484
9926,13146.641
9930,13458.936
9933,13411.82
9936,13389.206
9939,13182.724
9940,17870.674
9941,15810.247
9944,9397.436
9945,10637.098
9946,14667.847
9949,13313.953
9957,13530.269
9960,13310.801
9961,11928.129
9962,13964.62
9963,13546.9795
9964,6363.1343
9965,4929.772
9966,11019.249
9967,3988.2134
9968,6327.1777
9969,9420.356
9970,13004.139
9972,8624.006
9973,3633.5586
9974,12421.582
9975,13025.666
9976,7741.574
9977,5050.642
9978,5381.5596
9979,5381.5596
9980,4045.3398
9981,4698.3486
9982,5381.5596
9983,5381.5596
9984,5381.5596
9985,5381.5596
9986,3487.6064
9987,13596.4375
9989,13421.035
9991,13481.965
9997,13182.82
10003,12749.996
10011,6162.492
10019,9774.519
10027,10152.809
10031,14180.633
10034,13736.891
10040,17029.871
10045,13208.59
10053,11341.7705
10061,12631.514
10066,17560.963
10069,13319.654
10073,13190.693
10077,9284.804
10085,7458.132
10091,12297.725
10099,14478.344
10106,13189.449
10112,13975.424
10114,13690.752
10117,8329.172
10120,11922.049
10122,12659.345
10124,11963.357
10128,13126.328
10130,10580.589
10131,4228.3203
10132,13311.313
10133,13019.805
10135,13275.145
10136,4973.65
10137,5381.5596
10138,5381.5596
10139,5559.189
10140,4282.612
10141,4262.046
10143,13919.775
10145,13003.345
10147,13052.208
10149,12900.63
10151,13179.029
10153,13937.098
10154,13087.963
10155,5381.5596
10156,5381.5596
10157,5381.5596
10158,5381.5596
10159,3487.9739
10160,11929.998
10163,13095.775
10168,12147.72
10171,12275.6875
10176,12610.707
10182,13124.287
10192,12779.199
10198,12772.264
10204,15794.215
10208,12766.782
10212,14168.911
10216,12966.191
10219,13334.041
10228,13514.492
10232,13364.537
10237,12696.62
10244,11850.22
10248,12992.907
10255,13219.211
10262,13004.054
10267,15930.219
10272,13277.038
10276,13556.592
10281,13157.2705
10284,14322.389
10287,13792.298
10291,12143.816
10293,12855.605
10298,13102.52
10304,4204.9097
10305,4798.6675
10306,12940.381
10307,13213.115
10308,5430.8804
10309,5430.8804
10310,5381.5596
10311,4426.8325
10312,3502.762
10313,3870.3533
10317,11779.921
10319,13141.586
10321,13049.248
10322,12785.468
10324,14179.101
10325,18130.246
10326,5381.5596
10327,5381.5596
10328,5381.5596
10329,5381.5596
10330,3487.9739
10331,3487.9739
10332,9365.577
10334,13532.459
10338,13079.727
10343,12121.484
10347,12704.027
10352,12855.174
10356,10238.393
10363,14416.484
10368,15726.537
10374,16084.688
10378,5381.5596
10379,3487.9739
10380,14270.621
10386,17028.44
