OBJECTID,预测房价
2091,3487.9739
2095,3537.9548
2100,3495.2297
2107,10895.862
2113,11839.715
2117,12206.092
2123,3562.14
2128,12206.092
2134,12206.092
2136,12061.492
2137,12206.092
2138,12206.092
2139,12241.153
2141,12876.626
2147,12840.654
2149,12206.092
2150,12061.492
2151,12305.33
2152,13007.463
2154,11998.771
2158,13223.703
2161,13012.825
2167,13012.23
2170,12983.691
2172,5374.389
2173,13466.158
2174,4766.2847
2175,14001.435
2176,13424.266
2180,14133.2
2182,13496.717
2185,14389.665
2188,13990.208
2191,14778.807
2199,12497.14
2206,16831.06
2210,16940.457
2213,16670.26
2217,16738.957
2221,12618.461
2229,14248.08
2234,13635.26
2245,11599.754
2254,15255.965
2260,12425.781
2271,15137.563
2275,5381.5596
2276,5381.5596
2277,4705.877
2278,4054.9724
2279,4970.8984
2280,8822.335
2281,15374.6875
2285,16110.8125
2295,16860.846
2307,16538.135
2314,17334.875
2321,19356.256
2330,13865.883
2336,16756.25
2342,13913.673
2348,6606.9062
2353,10896.883
2358,12032.675
2364,9314.682
2368,3562.2512
2371,3487.9739
2374,3487.9739
2380,3487.9739
2385,3562.14
2390,3529.8171
2395,12706.75
2400,12175.602
2405,8241.649
2411,3487.9739
2414,12206.092
2417,12206.092
2420,12206.092
2421,12206.092
2422,13031.32
2424,12675.609
2434,3487.9739
2437,3487.9739
2438,5381.5596
2439,5381.5596
2440,6507.9956
2442,14356.699
2447,13003.909
2450,12855.451
2453,13017.182
2455,12859.773
2456,12859.044
2457,5381.5596
2458,4575.8687
2459,13110.217
2462,14538.295
2467,14363.141
2468,13415.35
2472,14139.158
2475,9546.339
2480,15658.936
2483,52923.47
2484,27226.242
2488,15174.131
2495,16912.062
2498,19970.135
2506,13116.064
2515,15070.203
2529,20157.064
2539,16028.3125
2548,13355.521
2549,5381.5596
2550,5381.5596
2551,5381.5596
2552,5181.7886
2553,11115.402
2554,13061.558
2559,19145.436
2568,19178.75
2576,14643.496
2585,11450.101
2593,14367.146
2607,13043.901
2614,11933.562
2620,13161.521
2622,5912.516
2627,5219.046
2631,6886.8096
2636,12916.41
2640,12437.074
2644,3487.9739
2646,3487.9739
2649,3487.9739
2652,3487.9739
2656,6261.361
2660,7906.5127
2664,8241.649
2668,3487.9739
2671,3487.9739
2675,12206.092
2679,12206.092
2682,12200.842
2684,13181.196
2685,3487.9739
2691,3487.9739
2697,3487.9739
2699,5880.031
2700,5337.4917
2701,3973.7737
2702,13001.795
2706,12859.044
2707,12859.044
2709,13013.2
2711,12981.855
2712,12859.044
2713,5381.5596
2714,7397.09
2717,6916.2783
2721,13045.207
2723,15622.907
2726,13387.699
2732,13237.694
2736,15650.006
2742,13030.373
2749,14175.047
2754,12390.017
2761,13584.186
2766,9691.433
2776,13732.314
2784,12332.817
2791,17971.81
2796,17052.973
2809,18574.861
2812,15639.905
2821,19926.945
2822,5381.5596
2823,5381.5596
2824,5381.5596
2825,5381.5596
2826,3698.971
2827,12965.554
2832,18868.229
2844,13295.08
2852,16807.873
2866,12607.167
2881,16619.365
2893,15532.602
2906,10252.413
2917,13933.525
2922,12535.119
2928,13001.164
2931,13461.053
2934,11923.593
2937,14395.072
2941,12943.112
2945,13051.059
2951,8432.898
2958,3487.9739
2965,3562.14
2969,3487.9739
2972,3505.663
2977,9996.666
2983,11159.257
2992,3487.9739
2996,3487.9739
2999,3537.9548
3002,3487.9739
3004,13013.402
3006,13233.799
3010,9129.187
3012,5381.5596
3013,3487.9739
3016,3710.927
3020,3487.9739
3023,9500.296
3024,12931.104
3025,12872.176
3029,12831.957
3031,12859.044
3035,7600.861
3039,13863.159
3041,8592.1045
3043,3500.6868
3045,5381.5596
3046,42028.004
3050,20188.139
3054,12095.26
3059,11575.757
3065,7070.5767
3070,6112.3647
3077,13305.91
3082,12994.364
3091,77551.35
3098,48837.656
3104,17085.771
3113,6328.4604
3120,11088.617
3129,17570.814
3133,4172.1626
3134,5381.5596
3135,5381.5596
3136,5381.5596
3137,12971.164
3141,4554.9004
3147,18046.23
3152,12220.252
3158,15632.447
3164,11784.691
3172,11564.526
3179,15798.227
3182,12490.867
3183,14717.652
3186,14368.518
3190,13413.17
3192,13723.123
3196,12206.092
3199,12861.703
3202,12061.492
3211,3487.9739
3215,3521.0063
3220,3487.9739
3226,3537.9548
3230,3484.1638
3234,8579.961
3240,3536.678
3248,4512.3755
3255,8329.172
3259,3537.9548
3262,3605.7437
3267,8911.122
3273,3487.9739
3276,5381.5596
3277,3487.9739
3280,12855.156
3285,12968.537
3288,9121.615
3292,12716.575
3296,12624.524
3299,12875.065
3301,12788.452
3303,12968.359
3304,15481.027
3307,3705.756
3308,3457.1228
3309,5381.5596
3310,13395.662
3314,12398.0205
3318,13641.95
3324,11103.205
3332,163650.22
3340,43396.94
3349,10452.075
3356,12683.557
3362,15351.837
3368,16570.943
3372,14773.049
3374,5371.815
3375,5381.5596
3376,5381.5596
3377,14892.598
3380,20490.33
3385,10056.314
3390,13408.523
3398,13202.686
3405,14132.875
3411,13799.211
3415,14156.654
3420,13478.363
3423,19844.271
3426,16508.709
3428,12614.947
3430,11850.655
3433,8958.177
3435,12859.044
3438,3487.9739
3443,3537.9548
3449,12859.044
3455,3537.9548
3458,3487.9739
3460,3537.9548
3465,12686.507
3472,8207.531
3479,15736.425
3485,17440.172
3496,13735.931
3505,3487.9739
3510,10151.339
3516,3487.9739
3522,5381.5596
3523,5381.5596
3524,12788.452
3526,12919.385
3530,12845.516
3532,12859.044
3534,12788.452
3535,13079.795
3538,3505.663
3543,3487.9739
3546,12919.978
3549,8258.074
3550,3487.9739
3551,5381.5596
3552,5381.5596
3553,14401.22
3556,13238.184
3560,13114.258
3563,16124.109
3570,13953.723
3577,12883.619
3583,6013.6694
3597,15567.909
3607,14971.67
3614,10428.538
3626,13590.706
3636,17518.68
3646,4694.776
3647,4021.7034
3648,4845.8896
3649,9419.393
3651,18534.545
3655,16160.749
3659,17697.979
3665,16472.504
3671,13152.067
3676,8814.346
3679,12438.067
3682,8329.172
3685,14672.951
3688,14203.1875
3690,24092.254
3692,12143.005
3695,11710.012
3697,12211.948
3700,8284.072
3703,3608.1042
3709,3560.6658
3716,12859.044
3719,3587.9346
3723,3487.9739
3727,3587.9346
3733,3790.669
3740,10185.437
3746,13785.789
3752,16473.043
3762,13292.081
3771,12858.672
3779,12367.361
3785,12014.083
3792,12920.428
3797,12716.575
3798,12716.575
3802,12933.316
3806,3487.9739
3807,5381.5596
3808,12859.044
3810,6925.69
3811,4237.5576
3816,3487.9739
3819,5815.9575
3822,14468.914
3825,3487.9739
3826,3487.9739
3827,5381.5596
3828,12734.791
3831,12980.888
3832,13215.525
3836,13701.996
3838,12796.326
3841,13354.532
3850,15458.478
3857,17531.404
3861,17287.857
3868,16986.416
3877,17943.008
3885,17074.963
3889,12115.907
3890,5381.5596
3891,5299.501
3892,14311.338
3894,12924.023
3899,9608.2705
3903,14289.431
3907,16014.968
3912,16562.959
3917,13677.654
3923,4692.9565
3930,13065.85
3937,12290.12
3942,13173.867
3944,15179.868
3947,12055.791
3948,12855.748
3951,17775.736
3954,19658.78
3959,15950.119
3964,16130.786
3968,10794.086
3973,12690.893
3981,12206.092
3989,3562.14
3995,3537.9548
4000,3487.9739
4003,3487.9739
4010,6379.854
4014,12821.159
4020,10099.123
4025,12206.092
4027,12217.647
4030,12934.202
4034,13171.141
4042,12016.013
4051,13032.462
4058,13799.425
4064,16425.36
4069,13005.994
4072,13002.661
4074,3487.9739
4076,3487.9739
4078,3487.9739
4079,3494.0715
4081,9056.808
4089,3487.9739
4095,3476.9668
4097,15150.853
4099,12976.7295
4101,12859.044
4103,5381.5596
4104,5381.5596
4105,13078.73
4109,12806.957
4113,12777.562
4116,13031.289
4118,12488.403
4120,13006.643
4124,13135.788
4126,14223.145
4128,13816.193
4135,16226.214
4140,15163.251
4149,13241.582
4156,14562.117
4166,15693.439
4172,14358.308
4175,17209.857
4180,13173.965
4183,16660.053
4186,5381.5596
4187,5381.5596
4188,12859.888
4189,10188.264
4194,13551.0205
4199,21137.697
4208,8848.252
4211,14290.871
4216,14713.043
4220,8384.67
4228,15642.713
4230,9559.93
4232,14856.104
4233,13673.442
4234,4875.53
4235,16735.285
4236,12234.588
4237,13925.3125
4239,13026.481
4243,13379.176
4248,11143.732
4259,12733.309
4269,3587.9346
4277,3682.462
4281,9244.037
4289,13649.581
4295,12017.094
4301,12956.997
4308,3958.1575
4315,3487.9739
4317,3487.9739
4319,3487.9739
4320,3608.1042
4321,3537.9548
4324,12918.816
4328,3487.9739
4330,3487.9739
4331,4226.5044
4333,15863.52
4336,15040.041
4338,3453.6104
4340,3487.9739
4342,3487.9739
4343,3487.9739
4344,13004.207
4350,3487.9739
4356,12788.452
4360,12919.605
4365,13001.494
4367,13013.402
4368,5381.5596
4369,5381.5596
4370,8324.024
4371,4908.796
4374,12809.887
4377,12552.307
4379,13071.141
4380,12745.209
4383,12173.238
4388,52459.934
4391,11432.905
4394,12963.405
4397,13207.235
4398,12254.931
4400,16987.764
4406,12167.465
4412,11824.681
4418,13682.341
4420,13430.172
4428,13115.867
4436,8903.105
4437,5381.5596
4438,5381.5596
4439,15282.34
4443,13068.79
4451,16581.912
4459,9201.092
4462,16043.887
4467,11287.723
4470,24194.738
4477,7445.189
4481,6891.904
4483,4875.53
4484,12206.092
4485,5381.5596
4486,5381.5596
4487,6891.904
4489,8058.3667
4492,17063.623
4498,14296.671
4504,13053.138
4507,11332.762
4511,9314.186
4517,8734.994
4527,14238.061
4533,12886.812
4539,7174.2554
4547,12963.948
4549,13003.874
4553,4441.598
4558,12973.616
4562,3707.498
4563,9301.164
4565,3487.9739
4566,3633.5586
4569,17486.205
4573,13200.435
4576,5381.5596
4577,5381.5596
4578,12779.856
4581,14145.2295
4587,6695.9175
4591,12960.2295
4596,8232.953
4598,5223.519
4599,9647.101
4604,3637.9146
4610,12918.816
4617,12844.142
4620,13027.086
4621,12939.78
4622,12859.044
4623,5381.5596
4624,5381.5596
4625,15115.7
4627,11447.996
4632,3487.9739
4634,12206.092
4635,13231.153
4636,3951.176
4639,12148.8
4644,6213.713
4649,75876.86
4653,12156.186
4655,14779.516
4656,4353.06
4657,15345.84
4661,13492.422
4665,18237.396
4668,12907.245
4669,14966.227
4680,13799.713
4689,15614.335
4694,25560.303
4707,16735.266
4708,5381.5596
4709,5381.5596
4710,11341.144
4711,12841.072
4716,16916.555
4722,14541.039
4727,8329.172
4728,5381.5596
4729,5381.5596
4730,5381.5596
4731,5381.5596
4732,3505.663
4733,8241.649
4736,16056.178
4740,17421.459
4743,17273.537
4746,13714.031
4748,12941.413
4752,12024.933
4756,12970.693
4760,12859.044
4766,15327.58
4777,13549.648
4783,3707.1165
4786,12292.096
4788,5141.1567
4791,13246.541
4796,4293.9424
4797,8489.74
4800,9625.995
4805,6891.3784
4808,10515.863
4813,9179.729
4815,5381.5596
4816,3487.9739
4817,3487.9739
4819,12402.732
4821,13249.13
4824,12856.371
4826,3459.9128
4828,9921.279
4832,13075.502
4834,3526.8335
4839,3487.9739
4847,3487.9739
4848,9973.905
4851,10195.452
4853,3487.9739
4855,3487.9739
4856,5381.5596
4857,4897.907
4858,13102.091
4860,13003.332
4863,3452.0112
4864,13220.267
4866,4345.1504
4869,12555.112
4872,13234.452
4875,10249.9
4878,5283.2173
4880,13222.42
4882,13875.524
4885,13127.828
4888,13460.616
4889,14213.11
4890,15776.726
4891,3487.9739
4893,3487.9739
4894,13325.872
4896,13539.799
4907,13402.0625
4909,17532.521
4913,4486.112
4914,5326.4736
4915,16560.531
4916,15715.534
4919,16711.824
4924,18614.238
4925,5303.3047
4926,5153.045
4927,5381.5596
4928,5381.5596
4929,5381.5596
4930,5381.5596
4931,5381.5596
4932,11185.861
4935,15499.705
4939,12828.157
4941,11419.459
4943,11044.09
4945,13545.342
4948,5433.568
4951,12485.963
4954,12898.929
4957,12917.1045
4964,13621.172
4973,13419.429
4977,12951.89
4980,4670.68
4985,13123.203
4989,3487.9739
4990,3487.9739
4993,3487.9739
4995,3505.663
4996,4973.1665
4997,4067.5403
4998,4019.6934
4999,3774.0295
5000,3487.6326
5001,4025.7856
5002,5381.5596
5003,5381.5596
5004,5381.5596
5005,3479.1248
5006,13008.053
5011,12931.644
5012,3487.9739
5015,3487.9739
5016,3476.3481
5017,10571.6045
5019,3487.9739
5021,3487.9739
5023,5381.5596
5024,5381.5596
5025,4872.2544
5026,12956.754
5028,13799.857
5030,13617.3545
5032,13061.395
5035,13023.86
5036,12656.916
5039,13181.259
5041,12846.985
5042,13335.915
5044,12770.27
5047,12558.074
5051,14506.973
5055,12691.511
5057,13202.609
5060,12809.912
5063,10715.642
5065,12844.336
5067,4249.4326
5068,17467.576
5073,17027.135
5087,8296.842
5091,4661.613
5092,3933.899
5093,30666.162
5098,12820.723
5104,21926.404
5107,19650.773
5110,15597.568
5111,5051.218
5112,11847.295
5113,4922.11
5114,5381.5596
5115,5381.5596
5116,5381.5596
5117,9595.697
5120,14656.593
5125,15190.153
5129,8329.172
5130,7875.568
5131,13931.015
5133,13104.762
5135,11531.839
5141,11107.836
5152,17519.572
5162,12574.981
5170,8329.172
5174,3487.9739
5175,4475.1606
5176,3537.9548
5178,3487.9739
5179,3487.9739
5180,5381.5596
5181,5381.5596
5182,5381.5596
5183,5381.5596
5184,5126.1714
5185,8972.796
5186,14160.573
5187,13584.026
5188,5381.5596
5189,5381.5596
5190,5559.189
5191,12833.787
5192,13057.967
5196,4347.424
5198,5381.5596
5199,5381.5596
5200,5381.5596
5201,5004.591
5202,3487.9739
5204,3487.9739
5205,3487.9739
5206,5381.5596
5207,4722.401
5208,3990.7522
5209,13598.17
5210,13043.8125
5211,13580.211
5212,13544.477
5213,13507.69
5214,13586.3
5216,12640.617
5217,13219.091
5219,13208.946
5221,13019.9
5223,13190.844
5226,14409.959
5229,19491.115
5233,15994.253
5235,13094.68
5237,5327.848
5238,5381.5596
5239,12873.982
5241,18681.36
5246,15228.371
5251,12845.805
5253,14259.271
5254,19397.674
5258,18443.22
5260,16728.791
5261,5381.5596
5262,10491.359
5263,4957.2627
5264,5381.5596
5265,5381.5596
5266,4682.461
5267,5867.3276
5272,11073.705
5275,14206.893
5276,12234.588
5278,8102.608
5280,13289.272
5282,9507.646
5283,13072.523
5287,7567.3906
5292,13084.549
5296,14099.529
5300,7800.165
5302,8329.172
5303,5381.5596
5304,5381.5596
5305,5381.5596
5306,5381.5596
5307,5381.5596
5308,3487.9739
5309,5381.5596
5310,5381.5596
5311,5381.5596
5312,5381.5596
5313,8329.172
5314,13261.356
5316,13589.916
5317,12773.646
5318,4034.992
5319,6437.7104
5320,15128.578
5323,13643.574
5326,13131.904
5330,13184.289
5334,5321.8223
5335,3487.9739
5337,3487.9739
5340,3487.9739
5342,3487.9739
5345,3487.9739
5348,5381.5596
5349,5381.5596
5350,4648.8496
5351,13545.629
5352,13559.855
5353,13594.414
5354,9444.885
5356,12064.288
5358,12728.698
5362,25518.654
5365,12547.879
5368,13029.898
5371,13667.443
5374,13465.077
5378,13608.146
5388,21446.652
5399,15407.617
5400,5381.5596
5401,9127.967
5402,14896.002
5406,16494.227
5408,5178.402
5409,5381.5596
5410,5381.5596
5411,10310.6
5412,17193.684
5413,15146.405
5414,5381.5596
5415,5381.5596
5416,3855.033
5417,16434.486
5418,4341.139
5419,5381.5596
5420,5381.5596
5421,13144.6
5425,13299.93
5428,5381.5596
5429,9157.434
5430,9179.585
5432,11978.182
5436,11497.607
5438,13124.972
5442,12172.119
5445,5381.5596
5446,5381.5596
5447,5381.5596
5448,5381.5596
5449,5381.5596
5450,5381.5596
5451,5381.5596
5452,12206.092
5455,3689.7434
5461,3562.14
5466,3599.0754
5467,9314.411
5470,3487.9739
5471,5381.5596
5472,8329.172
5473,12363.002
5475,3473.869
5477,4259.505
5479,13462.544
5481,13224.137
5483,6604.6597
5485,3544.8464
5487,12897.174
5488,13189.203
5490,13001.4795
5491,10374.535
5494,4915.759
5499,12206.092
5503,12206.092
5506,3487.9739
5507,3487.9739
5508,5381.5596
5509,5381.5596
5510,4431.455
5511,9879.953
5512,13435.447
5515,13547.961
5517,12385.94
5519,13079.277
5522,13873.767
5525,13748.709
5531,11435.762
5533,11140.183
5536,8635.803
5540,7831.1807
5542,5740.2036
5544,10698.051
5552,13657.734
5558,13193.006
5560,13035.7
5564,13519.213
