Id,center_x,center_y
402,114.3688558,30.49145059
403,114.4932452,30.49364508
404,114.3793492,30.49472525
405,114.3164207,30.49363612
406,114.4890651,30.49384669
407,114.5139356,30.49441532
408,114.4814584,30.49283426
409,114.3126445,30.49255796
410,114.2899669,30.49402326
411,114.3374578,30.49289141
412,114.2844493,30.49211834
413,114.2629569,30.49355074
414,114.2926402,30.49110598
415,114.335131,30.49334491
416,114.395736,30.49446654
417,114.3896201,30.49510043
418,114.2764446,30.49446628
419,114.3094933,30.49266949
420,114.325578,30.49504614
421,114.5058244,30.49414179
422,114.3194019,30.49584741
423,114.4886636,30.49630831
424,114.5131636,30.49612901
425,114.6134753,30.49502604
426,114.3691933,30.4953891
427,114.3853841,30.49568636
428,114.5981882,30.4944013
429,114.2720427,30.48963432
430,114.3315065,30.49465644
431,114.3107413,30.4968147
432,114.3975739,30.49685102
433,114.3269589,30.49567635
434,114.2807394,30.49518099
435,114.3038696,30.49588208
436,114.3067323,30.49590584
437,114.3816122,30.49651492
438,114.4769213,30.49539755
439,114.2691975,30.49521482
440,114.5938323,30.49564858
441,114.510608,30.49621037
442,114.379389,30.49675433
443,114.605578,30.49612894
444,114.4699503,30.49383594
445,114.327462,30.49729134
446,114.3070901,30.49792844
447,114.32262,30.4972428
448,114.2862231,30.49631551
449,114.4142881,30.49402157
450,114.6097093,30.49620558
451,114.4091484,30.49429762
452,114.581645,30.49706395
453,114.3778747,30.49903828
454,114.3224006,30.49539573
455,114.3626517,30.49820624
456,114.2993883,30.49722324
457,114.3127954,30.49781696
458,114.5177418,30.49770127
459,114.3173522,30.49759807
460,114.3084214,30.49870124
461,114.402677,30.49596761
462,114.2836017,30.49810123
463,114.2778051,30.49737903
464,114.2864493,30.49869522
465,114.3951306,30.49806416
466,114.3900453,30.49830775
467,114.3021547,30.49848469
468,114.300922,30.49396951
469,114.5846756,30.49941863
470,114.588646,30.49937242
471,114.4751332,30.49840222
472,114.4833754,30.49773607
473,114.5172913,30.49917339
474,114.580318,30.50025838
475,114.2952362,30.49765291
476,114.4681408,30.49880856
477,114.3857433,30.49870607
478,114.3275875,30.49956724
479,114.3582329,30.49921233
480,114.2946259,30.50125217
481,114.311457,30.5006705
482,114.280593,30.49977939
483,114.3081121,30.50079443
484,114.2669852,30.49776788
485,114.3059362,30.50041836
486,114.4790387,30.50024737
487,114.333107,30.49950712
488,114.3280682,30.50132122
489,114.2857735,30.50090745
490,114.3226154,30.50099044
491,114.3760819,30.50084074
492,114.3240091,30.49944069
493,114.4561932,30.50018661
494,114.3664059,30.50115994
495,114.3174899,30.50141747
496,114.4382798,30.50101694
497,114.3632122,30.50122413
498,114.3130859,30.50202953
499,114.309569,30.50261549
500,114.4455456,30.50204186
501,114.6214273,30.49338437
502,114.3360347,30.49814129
503,114.342739,30.50285236
504,114.302067,30.50147539
505,114.3039087,30.50170152
506,114.4119808,30.50114491
507,114.4821041,30.50163823
508,114.5803235,30.5024784
509,114.5848115,30.50235634
510,114.5890085,30.50233438
511,114.5939927,30.50086507
512,114.3249305,30.50262207
513,114.4731082,30.50130162
514,114.2900391,30.50221566
515,114.2919546,30.50226532
516,114.3235087,30.50300475
517,114.3602131,30.50071795
518,114.3403748,30.50296563
519,114.2875243,30.50251294
520,114.3812365,30.50059684
521,114.4032694,30.50176905
522,114.3220257,30.50345656
523,114.3784744,30.50176127
524,114.3426639,30.5042747
525,114.3592928,30.50426772
526,114.3969913,30.5021441
527,114.3207122,30.50389004
528,114.4772627,30.50308351
529,114.2911589,30.50433577
530,114.3408436,30.50450727
531,114.3285275,30.5030534
532,114.4026731,30.50398245
533,114.3252833,30.50453842
534,114.2894027,30.50308279
535,114.3417339,30.50539684
536,114.4767329,30.50535139
537,114.3309434,30.50492924
538,114.4650842,30.50191015
539,114.2837051,30.50312913
540,114.4057166,30.50506901
541,114.4347182,30.50278508
542,114.4799921,30.50431078
543,114.3552989,30.50202457
544,114.3549979,30.50433873
545,114.3408756,30.50574619
546,114.3232303,30.50513459
547,114.3585959,30.50360111
548,114.4028736,30.5055001
549,114.2903572,30.50583579
550,114.4703395,30.50426635
551,114.3014052,30.50432376
552,114.2948345,30.50501387
553,114.3209843,30.50576358
554,114.293714,30.50527322
555,114.3767139,30.504194
556,114.3359344,30.50416819
557,114.3445798,30.50477394
558,114.3425572,30.50588454
559,114.3426012,30.50697325
560,114.2888315,30.50481142
561,114.2918683,30.50547783
562,114.5841562,30.50592354
563,114.3678861,30.50310931
564,114.4401567,30.50537843
565,114.3417429,30.50664677
566,114.3482578,30.50667571
567,114.3844281,30.50456098
568,114.3702211,30.50431366
569,114.3710142,30.50129177
570,114.3783798,30.50646575
571,114.3019298,30.50703966
572,114.3965768,30.50528866
573,114.4487442,30.50449867
574,114.3346649,30.50654681
575,114.4750315,30.50625543
576,114.4277622,30.50442005
577,114.3665625,30.50560273
578,114.5884671,30.50581289
579,114.390506,30.50431856
580,114.3285552,30.50628269
581,114.2990988,30.50465158
582,114.4231428,30.50539626
583,114.4780938,30.5069191
584,114.4427032,30.50653075
585,114.4194341,30.50496402
586,114.3586569,30.50724982
587,114.3319724,30.50723876
588,114.3252663,30.50705127
589,114.3229847,30.50768815
590,114.3547087,30.50780458
591,114.4329977,30.50614235
592,114.4155198,30.50598472
593,114.3985647,30.50731052
594,114.363487,30.50609195
595,114.3563937,30.50773621
596,114.3006533,30.50840652
597,114.3380814,30.50736292
598,114.5861805,30.50862127
599,114.4102898,30.5065578
600,114.452708,30.50630631
601,114.4026992,30.50807554
602,114.3612991,30.50657849
603,114.4058001,30.50816232
604,114.3447601,30.50802279
605,114.333197,30.50919782
606,114.3603889,30.50909429
607,114.4890397,30.50125785
608,114.4382029,30.50839429
609,114.3510036,30.5094252
610,114.3307467,30.50930358
611,114.5899077,30.50906014
612,114.4617674,30.50567521
613,114.3291269,30.50945512
614,114.3589808,30.50911534
615,114.4231823,30.50963728
616,114.3273842,30.50948271
617,114.46904,30.50784193
618,114.3257636,30.51008399
619,114.3699576,30.5089592
620,114.4407382,30.50956839
621,114.3239209,30.51032162
622,114.414484,30.51020149
623,114.3564981,30.51049837
624,114.4203819,30.51035913
625,114.3225547,30.51060752
626,114.3210652,30.50952853
627,114.442459,30.51075333
628,114.4585718,30.50691591
629,114.3009128,30.51053149
630,114.3453791,30.51099883
631,114.3537376,30.51088761
632,114.3509956,30.51155346
633,114.348339,30.50995989
634,114.3914723,30.51110594
635,114.4461976,30.50966032
636,114.3403801,30.51043502
637,114.4521312,30.51101568
638,114.4828012,30.51112961
639,114.6004759,30.50884625
640,114.3015676,30.51268051
641,114.3374344,30.5117304
642,114.3290585,30.51239674
643,114.3344771,30.51177855
644,114.3315119,30.51210401
645,114.4562526,30.51335055
646,114.3264654,30.51287165
647,114.3875371,30.51307155
648,114.332814,30.51228588
649,114.4532863,30.51361478
650,114.3660546,30.51126749
651,114.3904462,30.51343506
652,114.4901604,30.50747297
653,114.5857848,30.51324678
654,114.3219125,30.51348758
655,114.4652097,30.51393429
656,114.4014722,30.51281053
657,114.3534775,30.51388355
658,114.4265704,30.51320292
659,114.3632673,30.51218282
660,114.4208847,30.51462591
661,114.3022532,30.51501388
662,114.4069731,30.51380737
663,114.4156966,30.51426716
664,114.3377227,30.51559872
665,114.4638185,30.51654869
666,114.3827322,30.51157313
667,114.456333,30.51624405
668,114.428246,30.51721937
669,114.3735194,30.51610688
670,114.3914483,30.51660299
671,114.3422822,30.5162366
672,114.4305015,30.51873477
673,114.4142228,30.51904212
674,114.4189329,30.51906795
675,114.3703484,30.51222161
676,114.4693424,30.51516793
677,114.4240345,30.51873582
678,114.3648583,30.5201878
679,114.4081135,30.51932397
680,114.3386961,30.51972533
681,114.4816171,30.51539755
682,114.4636712,30.51903301
683,114.35681,30.5181245
684,114.5274053,30.52074655
685,114.5230416,30.52134418
686,114.5978687,30.51650393
687,114.3691211,30.52168731
688,114.3665849,30.52179727
689,114.3485621,30.51904186
690,114.465646,30.51984854
691,114.3478724,30.5232849
692,114.5009936,30.52161258
693,114.3469004,30.52204362
694,114.3838853,30.52217567
695,114.3434034,30.52179296
696,114.4552269,30.52291567
697,114.3464381,30.52312853
698,114.5230665,30.52332698
699,114.4584609,30.52012354
700,114.5259685,30.52349386
701,114.5192202,30.52371644
702,114.509165,30.52330892
703,114.460553,30.5226198
704,114.3749717,30.52380982
705,114.3719013,30.52411579
706,114.3925118,30.52255283
707,114.4081386,30.52311697
708,114.6056393,30.52734855
709,114.5238373,30.52598861
710,114.5114312,30.52600232
711,114.3543394,30.52382547
712,114.6077228,30.52790958
713,114.452531,30.5191054
714,114.5164365,30.5264543
715,114.5176783,30.52842321
716,114.390916,30.52763559
717,114.599007,30.52478457
718,114.6063682,30.52529045
719,114.4818503,30.52548302
720,114.3767467,30.52327385
721,114.3843663,30.52448188
722,114.3602811,30.52694454
723,114.3550013,30.53060967
724,114.3639578,30.52806749
725,114.381671,30.53108939
726,114.4645515,30.52865108
727,114.4090834,30.52941878
728,114.5068046,30.53199415
729,114.4174011,30.52976613
730,114.4536337,30.5331015
731,114.519063,30.53192576
732,114.4778784,30.53412929
733,114.354209,30.53329352
734,114.4805187,30.53335251
735,114.3518804,30.53053442
736,114.3741277,30.53355638
737,114.4571485,30.52933773
738,114.4997267,30.53387677
739,114.5085906,30.53458372
740,114.5091986,30.53707633
741,114.3921589,30.53611825
742,114.5035854,30.53605326
743,114.5056215,30.53626381
744,114.382669,30.53803496
745,114.4142878,30.53594634
746,114.3894561,30.53772449
747,114.4657067,30.53737178
748,114.4538035,30.53740863
749,114.5069009,30.53805366
750,114.4613244,30.53565522
751,114.5024262,30.53906266
752,114.5165437,30.53967763
753,114.4777075,30.53976706
754,114.4778183,30.54231686
755,114.5117487,30.53944987
756,114.6003577,30.53476375
757,114.508667,30.54102081
758,114.4597897,30.54204097
759,114.4170983,30.54291714
760,114.4774466,30.54372535
761,114.5976367,30.5384703
762,114.5188386,30.54321832
763,114.5940429,30.53559002
764,114.5805698,30.542469
765,114.5138271,30.54388949
766,114.6052598,30.54506898
767,114.6028197,30.54430609
768,114.5934234,30.54677119
769,114.4449379,30.54744851
770,114.5106278,30.54554673
771,114.5927657,30.54837492
772,114.5999576,30.54621438
773,114.5957175,30.5474211
774,114.5845697,30.54619984
775,114.5911267,30.54707435
776,114.597416,30.54825652
777,114.4393538,30.5486474
778,114.5897554,30.54474577
779,114.5891221,30.54993829
780,114.592611,30.54941494
781,114.525954,30.54841457
782,114.4569427,30.54857825
783,114.5057866,30.54560287
784,114.5257421,30.55074398
785,114.5191513,30.54767791
786,114.4560641,30.55207905
787,114.568906,30.55363232
788,114.4959481,30.55087774
789,114.4571016,30.55437132
790,114.4619304,30.55612817
791,114.4993409,30.55480066
792,114.5607367,30.54941901
793,114.5789499,30.55275304
794,114.4632704,30.55753175
795,114.5139746,30.55222737
796,114.4957452,30.55713579
797,114.4880576,30.5585919
798,114.4481849,30.54753254
799,114.4887872,30.55641067
800,114.4531461,30.54366896
801,114.5046174,30.55565804
802,114.4911776,30.55848582
803,114.4835718,30.55880779
804,114.5198123,30.55718366
805,114.522455,30.55922341
806,114.5916337,30.55451306
807,114.5031081,30.55945232
808,114.5004448,30.55882652
809,114.4980662,30.55930469
810,114.495742,30.55997922
811,114.4508523,30.54891854
812,114.5050596,30.56037873
813,114.5113491,30.55863065
814,114.4525523,30.55215934
815,114.5037139,30.5607797
816,114.5491162,30.5574539
817,114.4377399,30.55819824
818,114.5025055,30.56131676
819,114.4571829,30.55963305
820,114.4526414,30.55923581
821,114.4851076,30.56253362
822,114.5814854,30.56028273
823,114.5001031,30.56200074
824,114.4356162,30.56123837
825,114.483528,30.56453263
826,114.4913182,30.56334181
827,114.5344941,30.55543659
828,114.4853153,30.56625372
829,114.4306405,30.56262962
830,114.523557,30.56763611
831,114.4849624,30.5681427
832,114.5732026,30.56122599
833,114.5312918,30.56623794
834,114.4101008,30.56948411
835,114.4253723,30.56819963
836,114.441979,30.56504931
837,114.5820733,30.565437
838,114.5504615,30.57343863
839,114.5133999,30.57211103
840,114.5316725,30.57410633
841,114.5733877,30.57199242
842,114.5400928,30.57372186
843,114.5233259,30.56374845
844,114.4107908,30.57439901
845,114.5518778,30.56546063
846,114.571654,30.5763159
847,114.3603429,30.58018315
848,114.3557929,30.5826125
849,114.3631751,30.58353607
850,114.352738,30.58482879
851,114.5134345,30.5815165
852,114.3662483,30.58584021
853,114.3503364,30.5862278
854,114.359708,30.58626782
855,114.5686983,30.5843217
856,114.3699387,30.58754208
857,114.3489138,30.58782576
858,114.3631871,30.58828201
859,114.3763175,30.5880883
860,114.365384,30.58937515
861,114.3795569,30.58960948
862,114.4342012,30.57725268
863,114.3742939,30.58965359
864,114.3465667,30.58997474
865,114.3875689,30.59295733
866,114.4317335,30.59121981
867,114.3417121,30.59203442
868,114.4367812,30.5936265
869,114.3521215,30.59590205
870,114.3722329,30.59407269
871,114.344045,30.59469997
872,114.5551738,30.59623583
873,114.361933,30.59328421
874,114.3666992,30.59489605
875,114.4305433,30.59665682
876,114.388657,30.59501375
877,114.354761,30.59489298
878,114.4174877,30.59558061
879,114.564092,30.59394546
880,114.4281547,30.59921068
881,114.4256752,30.59973561
882,114.4264621,30.58192087
883,114.355471,30.59800599
884,114.3697515,30.59866045
885,114.3624223,30.59895722
886,114.3676377,30.60059592
887,114.3579929,30.5987787
888,114.3795574,30.60113981
889,114.3486753,30.59691482
890,114.5528724,30.60004035
891,114.3543351,30.60275357
892,114.3683487,30.60345289
893,114.4224733,30.60408923
894,114.3518546,30.60409658
895,114.4001638,30.60575961
896,114.3655217,30.60435376
897,114.4273083,30.602461
898,114.3747884,30.60536246
899,114.4079052,30.60464022
900,114.394991,30.60597253
901,114.3585765,30.60495063
902,114.4284674,30.60758883
903,114.4064663,30.60914075
904,114.4130736,30.607879
905,114.3847753,30.6105153
906,114.5500262,30.60783276
907,114.4184837,30.60737094
908,114.4312312,30.60157397
909,114.3970412,30.61329614
910,114.3786742,30.61427513
911,114.3839133,30.61462588
912,114.4057642,30.61535584
913,114.392795,30.61552275
914,114.5352326,30.61280088
915,114.3833527,30.61798666
916,114.4118806,30.61599044
917,114.5406373,30.61467787
918,114.3935988,30.61815103
919,114.5576036,30.60934684
920,114.5467961,30.61634834
921,114.4261285,30.61768827
922,114.4070729,30.61955563
923,114.3781561,30.61803101
924,114.4189088,30.61782072
925,114.4113617,30.62060834
926,114.5328146,30.619254
927,114.4100393,30.62268146
928,114.5347048,30.62564423
929,114.5384311,30.62370656
930,114.5336619,30.62886451
931,114.5442264,30.62594398
932,114.5516283,30.6260309
933,114.5400258,30.63182832
934,114.5322079,30.63267715
935,114.5204705,30.63477741
936,114.5107054,30.63681163
937,114.4540159,30.6401958
938,114.4935375,30.63244357
939,114.4818706,30.63349504
940,114.4758779,30.63925537
941,114.5085727,30.64406945
942,114.4950181,30.64117061
943,114.457119,30.64735771
944,114.477114,30.64609821
945,114.4597818,30.64818354
946,114.519241,30.64250611
947,114.4970195,30.64693893
948,114.4775738,30.64996885
949,114.4626653,30.65089988
950,114.5072353,30.65075906
951,114.4836928,30.65061837
952,114.4688952,30.65264786
953,114.5311278,30.64322121
954,114.5376103,30.64507672
955,114.4581606,30.65570555
956,114.5138177,30.65460174
957,114.5425599,30.64402115
958,114.4621501,30.65588157
959,114.4702684,30.6562412
960,114.4891218,30.65567422
961,114.5020126,30.6559521
962,114.4644725,30.65860573
963,114.4673496,30.65725956
964,114.4729859,30.65628933
965,114.4599358,30.65919427
966,114.4648086,30.66100278
967,114.4684956,30.66161567
968,114.4708089,30.6622515
969,114.5255176,30.65883965
970,114.4929968,30.65909408
971,114.4673043,30.66430522
972,114.4597453,30.66339682
973,114.5143848,30.66204191
974,114.4626472,30.66606101
975,114.4665472,30.66637236
976,114.4764671,30.66626009
977,114.5003123,30.66382258
978,114.4874893,30.66611558
979,114.4822065,30.67040097
980,114.4738993,30.67217263
981,114.4833909,30.6746592
982,114.50835,30.66975894
983,114.4783971,30.67668153
984,114.4934191,30.47621267
985,114.4910349,30.47647732
986,114.4898302,30.47589471
987,114.5008743,30.47769214
988,114.4984335,30.47530697
989,114.2914872,30.47151457
990,114.2928149,30.46875906
991,114.2927999,30.46989076
992,114.2885266,30.46944813
993,114.2903795,30.47085015
994,114.2904511,30.46821012
995,114.2904257,30.46944381
996,114.2922148,30.4749164
997,114.2922393,30.47332933
998,114.2893381,30.47408413
999,114.2908549,30.47393783
1000,114.2853075,30.56849399
1001,114.2855364,30.56861473
1002,114.2840056,30.56884291
1003,114.2863649,30.56886959
1004,114.2859105,30.5694493
1005,114.2840158,30.56973795
