Id,center_x,center_y,Clusters_2,Clusters_3,Clusters_4,Clusters_5
1243,114.2696892,30.6051621,0.0,0.0,0.0,0.0
1244,114.2670926,30.605397,0.0,0.0,0.0,0.0
1245,114.2497396,30.60561081,0.0,0.0,0.0,0.0
1246,114.2783101,30.60682753,1.0,1.0,3.0,4.0
1247,114.2463541,30.60620681,0.0,0.0,0.0,0.0
1248,114.2791659,30.60765793,,,,
1249,114.2791199,30.60781799,,,,
1250,114.2723993,30.60735638,0.0,2.0,1.0,0.0
1251,114.2481995,30.60679658,0.0,2.0,0.0,0.0
1252,114.2773057,30.60843983,0.0,0.0,0.0,0.0
1253,114.270999,30.60775791,0.0,0.0,0.0,0.0
1254,114.2365916,30.60814707,0.0,0.0,0.0,0.0
1255,114.2491256,30.60870641,0.0,0.0,0.0,0.0
1256,114.2388704,30.60883535,0.0,0.0,0.0,0.0
1257,114.2525902,30.60725885,0.0,0.0,0.0,0.0
1258,114.2693182,30.60832548,0.0,0.0,0.0,0.0
1259,114.2658249,30.60834078,0.0,0.0,0.0,0.0
1260,114.2782935,30.60933205,0.0,0.0,0.0,0.0
1261,114.2737276,30.60951659,0.0,0.0,0.0,0.0
1262,114.246236,30.61008861,0.0,0.0,0.0,0.0
1263,114.2683429,30.61069875,0.0,0.0,0.0,0.0
1264,114.2647646,30.61067796,,,,
1265,114.2456368,30.60877566,0.0,0.0,0.0,0.0
1266,114.2482748,30.61082444,0.0,2.0,2.0,2.0
1267,114.2721555,30.61029082,0.0,0.0,0.0,0.0
1268,114.246987,30.61183687,,,,
1269,114.2650908,30.6115289,0.0,0.0,0.0,0.0
1270,114.224976,30.61172568,,,,
1271,114.2767932,30.61075441,0.0,0.0,0.0,0.0
1272,114.2635232,30.61122709,0.0,0.0,0.0,0.0
1273,114.2704195,30.61105653,0.0,0.0,0.0,0.0
1274,114.2667664,30.6110925,0.0,0.0,0.0,0.0
1275,114.2555126,30.61185869,0.0,0.0,0.0,0.0
1276,114.2579041,30.61338339,0.0,0.0,0.0,0.0
1277,114.2592505,30.61192152,0.0,0.0,0.0,0.0
1278,114.2434153,30.61196298,0.0,0.0,0.0,0.0
1279,114.252231,30.61423835,,,,
1280,114.2512345,30.61391383,0.0,2.0,2.0,2.0
1281,114.2227944,30.61454662,,,,
1282,114.2483231,30.61369807,0.0,0.0,0.0,0.0
1283,114.2229363,30.61456128,,,,
1284,114.222733,30.61467478,,,,
1285,114.2503952,30.61260974,0.0,2.0,1.0,0.0
1286,114.2462107,30.61344366,0.0,0.0,1.0,0.0
1287,114.2694518,30.61414085,0.0,0.0,0.0,0.0
1288,114.2338901,30.61439279,0.0,0.0,1.0,3.0
1289,114.2224854,30.61559697,,,,
1290,114.2377187,30.61342654,0.0,0.0,0.0,0.0
1291,114.2231024,30.61521965,1.0,1.0,3.0,4.0
1292,114.2223028,30.61527873,,,,
1293,114.2222357,30.61563572,,,,
1294,114.2222411,30.61505662,0.0,2.0,1.0,3.0
1295,114.2220386,30.6156672,,,,
1296,114.2237606,30.61559666,,,,
1297,114.221898,30.6156902,,,,
1298,114.2262362,30.61462915,,,,
1299,114.2218707,30.61575978,,,,
1300,114.247441,30.61488416,0.0,0.0,0.0,0.0
1301,114.224003,30.61505337,,,,
1302,114.2707671,30.61502425,0.0,0.0,0.0,0.0
1303,114.2625228,30.61426548,0.0,0.0,0.0,0.0
1304,114.2247884,30.61468866,1.0,2.0,2.0,2.0
1305,114.2242089,30.61669769,,,,
1306,114.2212721,30.61673157,,,,
1307,114.2500477,30.6153474,0.0,0.0,1.0,0.0
1308,114.2364014,30.61556131,0.0,0.0,1.0,3.0
1309,114.2215417,30.61637677,,,,
1310,114.2410868,30.61499065,0.0,0.0,0.0,0.0
1311,114.2531233,30.6163772,0.0,2.0,1.0,0.0
1312,114.269081,30.61632103,0.0,0.0,0.0,0.0
1313,114.2663585,30.61415424,0.0,0.0,0.0,0.0
1314,114.2339256,30.61662202,0.0,2.0,1.0,0.0
1315,114.2719889,30.61648048,0.0,0.0,0.0,0.0
1316,114.257615,30.61879995,0.0,0.0,0.0,0.0
1317,114.231698,30.61944332,,,,
1318,114.2365112,30.61881063,0.0,0.0,0.0,0.0
1319,114.2617935,30.61765911,0.0,0.0,0.0,0.0
1320,114.2223109,30.61794323,1.0,2.0,1.0,4.0
1321,114.2341167,30.61915375,0.0,0.0,0.0,0.0
1322,114.2325327,30.61956136,0.0,0.0,0.0,0.0
1323,114.220861,30.61780169,0.0,2.0,1.0,1.0
1324,114.2651572,30.61864389,0.0,0.0,0.0,0.0
1325,114.2334472,30.61991203,0.0,0.0,0.0,0.0
1326,114.2204838,30.62053753,,,,
1327,114.2204308,30.62053812,,,,
1328,114.220421,30.62069259,,,,
1329,114.2204856,30.62071502,,,,
1330,114.220398,30.62092398,,,,
1331,114.2204568,30.6209287,,,,
1332,114.2216445,30.62035002,1.0,1.0,1.0,4.0
1333,114.2254098,30.61915845,0.0,0.0,0.0,0.0
1334,114.2213405,30.62102073,0.0,2.0,1.0,1.0
1335,114.2225072,30.62143716,,,,
1336,114.2223783,30.62141838,,,,
1337,114.2226442,30.62151494,,,,
1338,114.2281958,30.62053578,0.0,0.0,0.0,0.0
1339,114.2239822,30.62118219,0.0,0.0,0.0,0.0
1340,114.2359684,30.62096693,0.0,0.0,0.0,0.0
1341,114.2266723,30.6221059,0.0,0.0,0.0,0.0
1342,114.249214,30.62035078,0.0,0.0,0.0,0.0
1343,114.2260969,30.62338024,0.0,2.0,1.0,1.0
1344,114.244397,30.62369369,,,,
1345,114.2314591,30.62375192,0.0,0.0,1.0,0.0
1346,114.2502475,30.62399994,0.0,2.0,1.0,0.0
1347,114.2493758,30.62461705,0.0,2.0,1.0,3.0
1348,114.2403734,30.62311212,0.0,0.0,0.0,0.0
1349,114.2527816,30.62417199,0.0,0.0,0.0,0.0
1350,114.2286871,30.62427029,0.0,0.0,1.0,0.0
1351,114.2538033,30.62464214,0.0,0.0,0.0,0.0
1352,114.2340418,30.62463881,0.0,0.0,0.0,0.0
1353,114.2255147,30.62464969,1.0,1.0,1.0,4.0
1354,114.2550795,30.62493417,0.0,0.0,0.0,0.0
1355,114.2308856,30.6250339,0.0,0.0,0.0,0.0
1356,114.2218894,30.62496087,1.0,1.0,3.0,4.0
1357,114.257724,30.62608861,,,,
1358,114.2468558,30.62626552,,,,
1359,114.2576882,30.62619322,,,,
1360,114.2208599,30.62586397,1.0,1.0,3.0,4.0
1361,114.2374209,30.62502789,0.0,0.0,0.0,0.0
1362,114.2281176,30.62550866,0.0,2.0,1.0,0.0
1363,114.2565452,30.62589528,0.0,0.0,0.0,0.0
1364,114.2466969,30.62508479,0.0,0.0,0.0,0.0
1365,114.2298699,30.62609419,0.0,0.0,0.0,0.0
1366,114.2612701,30.62627462,0.0,2.0,1.0,1.0
1367,114.240267,30.62570439,0.0,0.0,0.0,0.0
1368,114.2494762,30.62669117,0.0,0.0,0.0,0.0
1369,114.2539237,30.62646215,0.0,0.0,0.0,0.0
1370,114.2598217,30.62579173,0.0,0.0,0.0,0.0
1371,114.2215685,30.62712639,0.0,2.0,1.0,3.0
1372,114.2261696,30.62635934,0.0,2.0,1.0,0.0
1373,114.2431985,30.62651521,0.0,0.0,0.0,0.0
1374,114.2329961,30.62638281,0.0,2.0,1.0,0.0
1375,114.2602157,30.62752955,0.0,0.0,0.0,0.0
1376,114.2458525,30.62722674,0.0,0.0,1.0,0.0
1377,114.2347303,30.62820875,0.0,0.0,0.0,0.0
1378,114.2388487,30.62775359,1.0,2.0,1.0,4.0
1379,114.2559909,30.62750772,0.0,0.0,0.0,0.0
1380,114.2308437,30.62753778,0.0,0.0,0.0,0.0
1381,114.232008,30.62869593,,,,
1382,114.240442,30.62815612,0.0,0.0,0.0,0.0
1383,114.2487687,30.6279966,0.0,0.0,0.0,0.0
1384,114.2443815,30.62878497,0.0,2.0,0.0,0.0
1385,114.2585563,30.62821329,0.0,0.0,0.0,0.0
1386,114.2424066,30.62863608,0.0,0.0,0.0,0.0
1387,114.2378455,30.62949842,0.0,0.0,0.0,0.0
1388,114.2363831,30.62894995,0.0,0.0,0.0,0.0
1389,114.2440401,30.6296987,0.0,0.0,0.0,0.0
1390,114.2342735,30.62913307,0.0,0.0,0.0,0.0
1391,114.2521854,30.62886267,0.0,0.0,0.0,0.0
1392,114.2455647,30.62940947,0.0,2.0,1.0,0.0
1393,114.2471536,30.62953424,1.0,2.0,1.0,3.0
1394,114.2465807,30.63024657,1.0,2.0,1.0,2.0
1395,114.2305569,30.63072166,,,,
1396,114.2378484,30.62888741,0.0,2.0,1.0,0.0
1397,114.230625,30.6307617,,,,
1398,114.2469578,30.63075887,,,,
1399,114.230706,30.63080715,,,,
1400,114.2336159,30.62993788,0.0,0.0,0.0,0.0
1401,114.255201,30.62967878,0.0,0.0,0.0,0.0
1402,114.2305193,30.63087984,,,,
1403,114.2305188,30.6308809,,,,
1404,114.2301646,30.63059344,,,,
1405,114.2306693,30.63086934,,,,
1406,114.230621,30.63094472,,,,
1407,114.2306249,30.63094716,,,,
1408,114.2471868,30.63082037,,,,
1409,114.2308646,30.63090807,,,,
1410,114.2295849,30.63087144,,,,
1411,114.2277473,30.62840409,0.0,0.0,0.0,0.0
1412,114.2310198,30.63100681,,,,
1413,114.2307711,30.63093556,,,,
1414,114.2307889,30.63104222,,,,
1415,114.2310813,30.6310459,,,,
1416,114.2307121,30.63100157,,,,
1417,114.230787,30.63104838,,,,
1418,114.2311291,30.63107631,,,,
1419,114.2305942,30.63100108,,,,
1420,114.2309449,30.63105909,,,,
1421,114.2301908,30.63110799,,,,
1422,114.2300908,30.63090088,,,,
1423,114.2305645,30.63104735,,,,
1424,114.2310792,30.63113667,,,,
1425,114.230641,30.6311313,,,,
1426,114.239583,30.63042692,0.0,0.0,0.0,0.0
1427,114.2485862,30.63018532,0.0,0.0,0.0,0.0
1428,114.257512,30.63021086,0.0,0.0,0.0,0.0
1429,114.2321002,30.6306828,0.0,2.0,2.0,2.0
1430,114.2358293,30.63051117,0.0,0.0,0.0,0.0
1431,114.2337726,30.63116334,0.0,0.0,0.0,0.0
1432,114.2416438,30.63068917,0.0,0.0,0.0,0.0
1433,114.2317689,30.63164902,,,,
1434,114.2520947,30.63155204,0.0,0.0,0.0,0.0
1435,114.2354757,30.63184457,0.0,0.0,0.0,0.0
1436,114.2538619,30.6312338,0.0,0.0,0.0,0.0
1437,114.234432,30.63239847,0.0,2.0,2.0,2.0
1438,114.2562199,30.63202067,0.0,0.0,0.0,0.0
1439,114.2379013,30.63192268,0.0,0.0,0.0,0.0
1440,114.2337857,30.63245209,0.0,0.0,0.0,0.0
1441,114.2351275,30.63330086,0.0,0.0,0.0,0.0
1442,114.2544117,30.63341496,0.0,0.0,0.0,0.0
1443,114.2382051,30.63416996,0.0,2.0,1.0,0.0
1444,114.2433249,30.63369064,0.0,0.0,0.0,0.0
1445,114.2366751,30.63370876,0.0,0.0,0.0,0.0
1446,114.2361956,30.63464089,0.0,2.0,2.0,2.0
1447,114.2412978,30.63543951,0.0,0.0,0.0,0.0
1448,114.2561883,30.63760466,,,,
1449,114.2562081,30.63762239,,,,
1450,114.2561481,30.63765936,,,,
1451,114.2501507,30.63605707,0.0,0.0,0.0,0.0
1452,114.2452725,30.63696681,0.0,0.0,0.0,0.0
1453,114.2567893,30.63875323,,,,
1454,114.2543122,30.63767175,0.0,0.0,0.0,0.0
1455,114.2553645,30.63870488,0.0,2.0,1.0,1.0
1456,114.2557782,30.63821403,0.0,2.0,2.0,2.0
1457,114.2569099,30.63910174,,,,
1458,114.2563046,30.63945644,,,,
1459,114.2567237,30.6397327,0.0,2.0,2.0,2.0
1460,114.2575525,30.63945458,0.0,0.0,0.0,0.0
1461,114.2558937,30.63990607,,,,
1462,114.256877,30.63999257,1.0,1.0,3.0,4.0
1463,114.255352,30.64009459,0.0,2.0,2.0,2.0
1464,114.2470514,30.64022626,,,,
1465,114.2470203,30.64024581,,,,
1466,114.257495,30.64019663,,,,
1467,114.2558857,30.64045102,0.0,0.0,0.0,0.0
1468,114.2551452,30.64040745,0.0,0.0,0.0,0.0
1469,114.2516405,30.6440981,,,,
1470,114.2224895,30.6229657,1.0,1.0,1.0,4.0
1471,114.2300471,30.62320468,0.0,2.0,1.0,0.0
1472,114.2288303,30.62278294,0.0,2.0,1.0,0.0
1473,114.2327628,30.62212639,0.0,2.0,1.0,0.0
1474,114.2362445,30.62716863,0.0,0.0,0.0,0.0
1475,114.2410298,30.63302956,0.0,0.0,0.0,0.0
1476,114.2406687,30.63216209,0.0,0.0,0.0,0.0
1477,114.2399484,30.63328793,,,,
1478,114.2417184,30.63324237,0.0,0.0,0.0,0.0
1479,114.2453717,30.63486643,0.0,0.0,0.0,0.0
1480,114.2470037,30.63489619,0.0,0.0,0.0,0.0
1481,114.2457499,30.63383175,0.0,0.0,0.0,0.0
1482,114.2441271,30.63183634,0.0,0.0,0.0,0.0
1483,114.2445486,30.63071717,0.0,0.0,0.0,0.0
1484,114.2458941,30.63240638,0.0,0.0,0.0,0.0
1485,114.2474614,30.63163067,0.0,2.0,2.0,2.0
1486,114.2478202,30.63340199,0.0,2.0,1.0,3.0
1487,114.2466682,30.63182122,0.0,2.0,2.0,2.0
1488,114.2467723,30.63311116,,,,
1489,114.2483195,30.6323176,0.0,2.0,2.0,2.0
1490,114.2505975,30.63059116,0.0,0.0,0.0,0.0
1491,114.2536457,30.63500951,0.0,0.0,0.0,0.0
1492,114.2521214,30.63450273,0.0,0.0,0.0,0.0
1493,114.2511404,30.63278334,0.0,0.0,0.0,0.0
1494,114.2498087,30.63263778,0.0,0.0,0.0,0.0
1495,114.2500794,30.63411365,0.0,2.0,1.0,0.0
1496,114.2528942,30.63298603,0.0,0.0,0.0,0.0
1497,114.2520812,30.63292945,0.0,0.0,0.0,0.0
1498,114.2505709,30.62554851,0.0,0.0,0.0,0.0
1499,114.2446128,30.61563305,0.0,0.0,0.0,0.0
1500,114.2445468,30.61769837,0.0,0.0,0.0,0.0
1501,114.241947,30.62082657,0.0,0.0,0.0,0.0
1502,114.2395047,30.6170014,0.0,0.0,0.0,0.0
1503,114.2376282,30.61926183,0.0,2.0,1.0,1.0
1504,114.238661,30.61970009,0.0,2.0,1.0,1.0
1505,114.2354092,30.61846859,0.0,0.0,0.0,0.0
1506,114.2377507,30.60233055,0.0,2.0,1.0,3.0
1507,114.2431927,30.60135444,0.0,2.0,1.0,0.0
1508,114.2433681,30.60295009,0.0,2.0,1.0,1.0
1509,114.2566495,30.60182219,0.0,2.0,1.0,0.0
1510,114.2543824,30.59308674,0.0,0.0,0.0,0.0
1511,114.2544794,30.59531721,0.0,2.0,1.0,0.0
1512,114.2544022,30.59933304,0.0,0.0,0.0,0.0
1513,114.2534581,30.59089543,0.0,0.0,0.0,0.0
1514,114.2687733,30.58644745,0.0,2.0,0.0,0.0
1515,114.2701101,30.58683803,0.0,2.0,0.0,0.0
1516,114.2683688,30.58218937,0.0,0.0,0.0,0.0
1517,114.2794831,30.57856495,0.0,0.0,0.0,0.0
1518,114.2807582,30.5859016,0.0,0.0,0.0,0.0
1519,114.2374358,30.60624035,0.0,0.0,0.0,0.0
1520,114.2353243,30.6045898,0.0,2.0,1.0,1.0
1521,114.2350508,30.60573911,0.0,2.0,1.0,0.0
1522,114.2397964,30.60719044,0.0,0.0,0.0,0.0
1523,114.2416265,30.60832649,0.0,0.0,0.0,0.0
1524,114.2417929,30.60715842,0.0,0.0,0.0,0.0
1525,114.236213,30.60982498,0.0,0.0,0.0,0.0
1526,114.2359823,30.60919161,0.0,0.0,0.0,0.0
1527,114.2406479,30.60896239,0.0,0.0,0.0,0.0
1528,114.2414912,30.61000312,0.0,2.0,0.0,0.0
1529,114.2401141,30.60966754,0.0,2.0,2.0,2.0
1530,114.2392909,30.61088388,0.0,0.0,0.0,0.0
1531,114.2352625,30.61112736,0.0,2.0,1.0,1.0
1532,114.2345979,30.61277228,0.0,0.0,0.0,0.0
1533,114.2562262,30.61656786,0.0,0.0,0.0,0.0
1534,114.2552764,30.61745833,0.0,2.0,0.0,0.0
1535,114.2552285,30.61647524,,,,
1536,114.2571925,30.61712889,0.0,0.0,0.0,0.0
1537,114.2541822,30.61497854,1.0,2.0,1.0,4.0
1538,114.2544254,30.61388411,0.0,2.0,1.0,0.0
1539,114.2561117,30.61539645,0.0,0.0,0.0,0.0
1540,114.2562725,30.61434223,0.0,0.0,0.0,0.0
1541,114.2578679,30.61442297,0.0,2.0,1.0,1.0
1542,114.2575391,30.61542745,0.0,0.0,0.0,0.0
1543,114.2541151,30.62153281,0.0,0.0,0.0,0.0
1544,114.2543591,30.62001605,0.0,0.0,0.0,0.0
1545,114.2553904,30.62037922,0.0,0.0,0.0,0.0
1546,114.2559302,30.62129812,0.0,2.0,1.0,0.0
1547,114.2546217,30.61868536,0.0,2.0,1.0,1.0
1548,114.2559101,30.61904218,0.0,2.0,1.0,0.0
1549,114.2567785,30.61962633,0.0,0.0,0.0,0.0
1550,114.2589224,30.61990678,0.0,0.0,0.0,0.0
1551,114.2587297,30.622044,0.0,0.0,0.0,0.0
1552,114.2613686,30.62351968,0.0,0.0,1.0,0.0
1553,114.2630583,30.62361637,0.0,0.0,0.0,0.0
1554,114.2610552,30.62177798,0.0,0.0,0.0,0.0
1555,114.2627853,30.62197684,0.0,0.0,0.0,0.0
1556,114.2619722,30.620584,0.0,0.0,0.0,0.0
1557,114.2644192,30.62135771,0.0,0.0,1.0,0.0
1558,114.2717658,30.61296257,0.0,0.0,0.0,0.0
1559,114.2740363,30.61162069,0.0,0.0,0.0,0.0
1560,114.2681919,30.62066437,0.0,0.0,0.0,0.0
1561,114.2688987,30.6179096,0.0,0.0,0.0,0.0
1562,114.267834,30.6191217,0.0,0.0,0.0,0.0
1563,114.2699488,30.61960841,0.0,0.0,1.0,3.0
1564,114.2482881,30.63862469,0.0,2.0,1.0,1.0
1565,114.2480733,30.63739816,0.0,0.0,0.0,0.0
1566,114.2500298,30.63876325,0.0,2.0,1.0,0.0
1567,114.2527469,30.62743716,0.0,0.0,0.0,0.0
1568,114.2522154,30.62598704,0.0,0.0,0.0,0.0
1569,114.256992,30.62475549,0.0,0.0,0.0,0.0
1570,114.15228,30.59291236,0.0,2.0,1.0,0.0
1571,114.1560233,30.59104081,0.0,2.0,1.0,3.0
1572,114.1539762,30.58832738,0.0,2.0,1.0,3.0
1573,114.1439606,30.58617655,,,,
1574,114.1470133,30.590271,1.0,1.0,3.0,4.0
1575,114.1460113,30.58826963,,,,
1576,114.1486206,30.58815511,,,,
1577,114.1472111,30.58738489,,,,
1578,114.1436056,30.58424377,,,,
1579,114.1447152,30.58530249,0.0,0.0,1.0,0.0
1580,114.1518123,30.58102684,0.0,0.0,1.0,0.0
1581,114.158141,30.58689793,1.0,2.0,1.0,4.0
1582,114.1563138,30.59507711,0.0,0.0,0.0,0.0
1583,114.1618002,30.59458317,1.0,1.0,3.0,4.0
1584,114.1608425,30.59870718,0.0,2.0,1.0,0.0
1585,114.1659053,30.5989745,0.0,2.0,1.0,1.0
1586,114.166401,30.59464353,1.0,1.0,1.0,4.0
1587,114.1650502,30.58792269,0.0,0.0,0.0,0.0
1588,114.1668296,30.58238109,0.0,2.0,1.0,0.0
1589,114.1707153,30.57986668,0.0,0.0,0.0,0.0
1590,114.1742147,30.58064436,0.0,0.0,0.0,0.0
1591,114.1762233,30.58389383,1.0,1.0,3.0,4.0
1592,114.147633,30.5718265,0.0,0.0,0.0,0.0
1593,114.1219683,30.5891459,,,,
1594,114.1257885,30.58444155,1.0,1.0,3.0,4.0
1595,114.1254374,30.58052321,,,,
1596,114.1295519,30.58064545,,,,
1597,114.1344179,30.57841349,0.0,0.0,0.0,0.0
1598,114.1634847,30.57296216,0.0,2.0,1.0,3.0
1599,114.1684048,30.57512397,0.0,0.0,0.0,0.0
1600,114.1634926,30.56855315,0.0,0.0,0.0,0.0
1601,114.1663944,30.56934075,0.0,2.0,1.0,0.0
1602,114.1700097,30.56901547,0.0,2.0,1.0,3.0
1603,114.1743695,30.56816991,1.0,1.0,1.0,3.0
1604,114.1758752,30.57669769,0.0,2.0,1.0,0.0
1605,114.1784089,30.5708812,0.0,2.0,1.0,0.0
1606,114.18229,30.57048289,0.0,0.0,0.0,0.0
1607,114.1774916,30.58010336,0.0,0.0,0.0,0.0
1608,114.1807641,30.58090142,0.0,0.0,0.0,0.0
1609,114.1851615,30.5760125,0.0,0.0,0.0,0.0
1610,114.1869429,30.57056938,0.0,2.0,1.0,0.0
1611,114.1954139,30.57473441,0.0,2.0,0.0,0.0
1612,114.1870884,30.57901484,0.0,2.0,1.0,3.0
1613,114.193243,30.57792126,0.0,2.0,2.0,2.0
1614,114.1940653,30.5807161,,,,
1615,114.197858,30.58186514,,,,
1616,114.1978059,30.57594335,0.0,2.0,1.0,3.0
1617,114.2005253,30.57465494,0.0,0.0,0.0,0.0
1618,114.2021799,30.57798057,1.0,1.0,3.0,4.0
1619,114.2027813,30.57560652,0.0,0.0,0.0,0.0
1620,114.1923771,30.5708705,0.0,0.0,0.0,0.0
1621,114.1908716,30.57321292,0.0,0.0,0.0,0.0
1622,114.1951161,30.56953626,0.0,0.0,0.0,0.0
1623,114.2021155,30.56955008,0.0,0.0,0.0,0.0
1624,114.1922983,30.56502953,0.0,0.0,0.0,0.0
1625,114.1979408,30.56384913,0.0,0.0,1.0,0.0
1626,114.2018585,30.56311497,0.0,0.0,0.0,0.0
1627,114.2084476,30.56118588,0.0,0.0,0.0,0.0
1628,114.1986081,30.55618257,0.0,0.0,0.0,0.0
1629,114.1942958,30.55026828,0.0,2.0,1.0,3.0
1630,114.2035123,30.55702597,0.0,0.0,0.0,0.0
1631,114.2089718,30.55736496,0.0,0.0,0.0,0.0
1632,114.2058691,30.55493716,0.0,0.0,0.0,0.0
1633,114.2083934,30.55412785,0.0,0.0,0.0,0.0
1634,114.2016781,30.5528388,0.0,0.0,0.0,0.0
1635,114.2054566,30.55151748,0.0,0.0,0.0,0.0
1636,114.2000872,30.550111,0.0,0.0,0.0,0.0
1637,114.203385,30.54883715,0.0,0.0,0.0,0.0
1638,114.2027326,30.54652604,0.0,0.0,0.0,0.0
1639,114.1984484,30.54724254,0.0,0.0,0.0,0.0
1640,114.1961437,30.54292796,0.0,0.0,0.0,0.0
1641,114.2037434,30.54137226,0.0,2.0,1.0,1.0
1642,114.199227,30.54066941,0.0,2.0,2.0,2.0
1643,114.2066333,30.53844888,0.0,2.0,1.0,0.0
1644,114.2162972,30.53632354,0.0,0.0,0.0,0.0
1645,114.1872164,30.55033872,0.0,0.0,0.0,0.0
1646,114.1890915,30.54601143,0.0,0.0,0.0,0.0
1647,114.191657,30.5467724,0.0,0.0,1.0,0.0
1648,114.1888724,30.54159274,0.0,2.0,2.0,2.0
1649,114.1829888,30.54454652,,,,
1650,114.184673,30.54254136,0.0,0.0,0.0,0.0
1651,114.1887503,30.53858431,0.0,0.0,0.0,3.0
1652,114.1917284,30.53783101,0.0,0.0,0.0,0.0
1653,114.195125,30.53758199,0.0,0.0,0.0,0.0
1654,114.1982573,30.53681604,0.0,0.0,0.0,0.0
1655,114.1933311,30.53474392,0.0,0.0,0.0,0.0
1656,114.2009562,30.5345488,0.0,0.0,0.0,0.0
1657,114.1962348,30.53351004,0.0,0.0,0.0,0.0
1658,114.1833073,30.56664564,0.0,0.0,0.0,0.0
1659,114.1875033,30.56475775,0.0,0.0,0.0,0.0
1660,114.182867,30.56106855,0.0,2.0,1.0,0.0
1661,114.1758508,30.56571404,0.0,2.0,1.0,3.0
1662,114.168356,30.56449422,0.0,0.0,0.0,0.0
1663,114.1657723,30.56260715,0.0,0.0,0.0,0.0
1664,114.1628927,30.56239372,0.0,0.0,1.0,0.0
1665,114.1629901,30.55693148,,,,
1666,114.1584394,30.56067812,1.0,1.0,3.0,4.0
1667,114.1538079,30.56079949,1.0,1.0,1.0,4.0
1668,114.1511133,30.55815523,0.0,0.0,0.0,0.0
1669,114.145185,30.56042115,0.0,2.0,1.0,3.0
1670,114.1450132,30.55649054,0.0,2.0,1.0,0.0
1671,114.1443826,30.55310553,,,,
1672,114.1478285,30.55388772,,,,
1673,114.1465726,30.5519468,0.0,0.0,0.0,0.0
1674,114.1500217,30.55000375,1.0,1.0,1.0,4.0
1675,114.1522574,30.5533343,,,,
1676,114.1552015,30.55644394,0.0,2.0,1.0,0.0
1677,114.1548754,30.54938294,0.0,0.0,0.0,0.0
1678,114.1600764,30.55391106,0.0,0.0,1.0,0.0
1679,114.1624619,30.55251566,0.0,2.0,1.0,3.0
1680,114.1606675,30.54722734,1.0,1.0,1.0,4.0
1681,114.1657899,30.54820327,,,,
1682,114.1687789,30.54490114,1.0,2.0,1.0,4.0
1683,114.1644051,30.55314265,,,,
1684,114.1685672,30.55164629,,,,
1685,114.1659259,30.55093234,1.0,1.0,3.0,4.0
1686,114.1698735,30.54914023,1.0,1.0,3.0,4.0
1687,114.179441,30.5484477,1.0,1.0,1.0,3.0
1688,114.1796233,30.55084447,0.0,0.0,0.0,0.0
1689,114.1790484,30.54553407,,,,
1690,114.178319,30.5430474,,,,
1691,114.1937768,30.52366969,0.0,0.0,0.0,0.0
1692,114.1963289,30.52215121,0.0,0.0,0.0,0.0
1693,114.1945243,30.51996358,0.0,0.0,0.0,0.0
1694,114.1994778,30.52010899,0.0,0.0,0.0,0.0
1695,114.1975968,30.51806782,0.0,0.0,0.0,0.0
1696,114.202256,30.51939081,,,,
1697,114.2035267,30.51755356,0.0,2.0,1.0,2.0
1698,114.2009419,30.51602912,1.0,1.0,1.0,4.0
1699,114.202745,30.51485002,0.0,0.0,0.0,0.0
1700,114.2054842,30.5159534,0.0,0.0,0.0,0.0
1701,114.2067213,30.51402399,0.0,0.0,0.0,0.0
1702,114.1916865,30.51361887,0.0,0.0,0.0,0.0
1703,114.1891616,30.51058529,0.0,0.0,0.0,0.0
1704,114.1967679,30.51222482,1.0,1.0,1.0,4.0
1705,114.1986387,30.50943977,0.0,0.0,0.0,0.0
1706,114.1931621,30.50910132,0.0,2.0,1.0,0.0
1707,114.1962796,30.50643783,1.0,1.0,1.0,4.0
1708,114.1994157,30.50469641,0.0,0.0,0.0,0.0
1709,114.2048198,30.50136023,1.0,2.0,1.0,4.0
1710,114.2141999,30.49227775,0.0,2.0,1.0,0.0
1711,114.2134416,30.51760176,1.0,2.0,1.0,1.0
1712,114.2172942,30.5154353,0.0,0.0,0.0,0.0
1713,114.2155331,30.51663805,0.0,0.0,0.0,0.0
1714,114.213254,30.51510867,0.0,0.0,0.0,0.0
1715,114.2160535,30.5135862,0.0,0.0,0.0,0.0
1716,114.2231979,30.51090787,0.0,0.0,0.0,0.0
1717,114.2263158,30.50855431,0.0,0.0,0.0,0.0
1718,114.2214784,30.50726406,,,,
1719,114.2246207,30.50625232,0.0,0.0,0.0,0.0
1720,114.2269565,30.51103218,0.0,0.0,0.0,0.0
1721,114.208002,30.51803127,0.0,0.0,0.0,0.0
1722,114.2091739,30.51982073,0.0,0.0,0.0,0.0
1723,114.2101997,30.52159522,0.0,2.0,1.0,0.0
1724,114.215828,30.51847718,,,,
1725,114.218464,30.51714253,1.0,1.0,3.0,4.0
1726,114.2099829,30.53267965,0.0,0.0,0.0,0.0
1727,114.204132,30.532764,0.0,0.0,0.0,0.0
1728,114.2091942,30.53029047,0.0,0.0,0.0,0.0
1729,114.2131967,30.53076544,0.0,0.0,0.0,0.0
1730,114.2161079,30.52806608,0.0,0.0,0.0,0.0
1731,114.2115799,30.52892765,0.0,2.0,2.0,2.0
1732,114.2146741,30.52641516,0.0,0.0,0.0,0.0
1733,114.2135247,30.52250662,0.0,2.0,1.0,0.0
